bidl001nede01_01.TEI.2.text.body.div.head.138.s.1	doen muiterij en nederlaag vinden Midas , Of koning onverstand .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.686.s.1	Nu ik hier spreken zullen , beginnen ik harden te schromen .	Emotion_BodyPart_BodilyProcess_Shame
bidl001nede01_01.TEI.2.text.body.div.div.sp.690.s.1	vinden wat voor geest worden Vorst Onverstand dienen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.695.s.1	hij hout , afgunstig en onwetend te vriend , En doen onbeschaamdheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.695.s.2	mare wij komen wij hier begroten ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.705.s.1	uw komen verzochte kunne in letter ontmoeten , geleerd ervarenheid , omzichtig oordelen , en Op datmen mede een naam ik eigen eernaam kennen , ik zijn Criticus , bekwaam in al slag vinden schrift , doen talen , doen zaak , en haare ordening te schiften . het vereisen tot de zijn , hebben hoog , en laag netten Te toets , of het na tij , en plaatsen zijn neder zetten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.708.s.1	onzijdigheid tegen ijver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.710.s.1	deze zullen geleerdheid zijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.716.s.1	Al zacht .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.716.s.2	zode groot geven Bekomtmen naar zeer langen , in wetenschap te slaaf .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.716.s.3	gei schijnen nog jong te zijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.722.s.1	ik zijn in de muze schieten wiegen , en opvoeden ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.727.s.1	Voorwaar , het geluk zijn groots , Indien gei zijn doen geren , die gei wij zeggen te wees .	Emotion_Happiness
bidl001nede01_01.TEI.2.text.body.div.div.sp.733.s.1	ik hebben schristen oud en jong ' , door eend door lezen : mare het merendeel zijn tij , nog vlijtig aandacht woerd , zijde vlieg in doen luchten , of kruipen laai bij doen aarde .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.737.s.1	weer schrift lezen gei meest , vinden die historie schrijven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.741.s.1	Wel doen oud , en doen allerbest .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.746.s.1	En week krijgsbedryven beschrijven Salustius ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.750.s.1	Die schrijven vinden krijgen en slaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.754.s.1	Wel nu Demosthenes ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.758.s.1	Daar heeftmen niet velen aan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.762.s.1	Wel Nazo nu ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.766.s.1	He !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.766.s.2	wat ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.770.s.1	Wat hebben die al schrijven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.774.s.1	wij vraagje ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.776.s.1	ijver	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.778.s.1	Ovidius ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.783.s.1	die zijn een Poeet , zode even lezen ik nog , Titere tu patule .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.790.s.1	ik vriend ; Ik wedde , die gei die in Ovidius niet vinden ; mare in Vergilius .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.1	ik hebme in de naam verzinnen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.2	mare ik zij uw duizend vinden schrijver noemen kunnen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.3	alles Tacitos , en alles Tibullus , Martiaal , En Titus Livius , ik kennen heen altemaal .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.4	Ik zijn een Criticus , een zeer groots litterator .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.5	doen muze nemen ik wel zeker tot Dictator , te zijn zijde aan Apol , die nu doen poezie Niet wel laten handelen , door zek're tirannie verbond waar , roemen en groots ontzag te toon .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.808.s.1	Ei , tonen ik u vernuft , ei willen een vragen verschonen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.808.s.2	Wat Griek beschrijven doen twisten , gelijk een stedepest ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.808.s.3	En wat Romein leren tocht doen goed zede goed ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.813.s.1	Die het klaar , en net ... mare wat zijn deze al voor vragen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.813.s.2	Begeerje , die ik Grieks zullen spreken ?	Emotion_Desire
bidl001nede01_01.TEI.2.text.body.div.div.sp.818.s.1	ik behagen zij wees ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.824.s.1	Cicero , Erasmus , Plautus , hoofd , beschrijven boek : mare het schijnen die gei het niet geloven , Waarachtig , lezen zij .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.826.s.1	Vrolijkheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.829.s.1	Ei zeggen , wij schrijven doen meest klucht , In d ' oude tij ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.833.s.1	Wel die in pots vinden genuchten ,	Joy_Emotion
bidl001nede01_01.TEI.2.text.body.div.div.sp.837.s.1	Hoe heet zij ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.1	Wat's deze !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.2	wel ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.3	Plautus , en laten zieden , het geheugen kwellen ik wat .	BodilyProcess_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.848.s.1	het vergeten meest misschien , mare mooglijk hebben gei die niet velen vergen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.854.s.1	doen zede vinden krijgen , en kerk , en hof , en ander plechtigheid de vorig eeuw , wij verhandelen die wel het netst ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.858.s.1	wij hebben doen heerschappij vinden Syrien geschetst ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.863.s.1	wij Bachanaalen , wij geboorte , en zegefeesten , beschrijven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.1	nul gei zijn een hoop botten beest .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.2	gei vragen alleenig ik , wat meenje , die ik dus , Een manna vinden studie , een Archicriticus mogen handelen ?... die doen school , en Professooren ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.3	mare ik mogen doen nemen vinden dielompen niet meer horen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.4	doen faculteit , en gelijk geleerdheid ... en doen studie ; mare ik weten niet , hoe ik zode raazend'ben , die ikze noemen mogen : ik zij geren ijver vinden , te zijde ik mede vijf zes vinden ik ' geleerd vriend , heen gaan houden .	Emotion_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.5	Doch elk zijn machtig om allee , doen dicht-konst , die nu liggen , te helpen op doen been , Apollo en zijn kunst ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.882.s.1	gei kennen ik ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.886.s.1	Neen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.891.s.1	ijver tegen onzijdigheid te zijden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.1	 Die logen zullen blijk .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.2	mare het gaan wel , hij hebben zien zelf bedriegen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.3	hij hebben iets kwaats in het zijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.4	Ik kennen hij al , zwijgen stillen , laten ik begaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.904.s.1	Wanneer ik iets verbet'ren willen het geren kwalijk zijn maken , zode worden ik nog lasteren .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.904.s.2	Wat zijn doen schrijver vinden deze eeuw ook al verbaslert , Die ik ' Verbeeterlust ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.908.s.1	wij noemje ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.1	zien ik aan , zode zullen gei , wieden ik menen , gemakkelijk verstaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.2	wild gei iets weten ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.3	vragen , ik zullen zwygende antwoord geven .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.4	zien op ik rug , zode gei tot pleitrecht waard drijven .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.5	behagen Genees-kunde uw ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.6	zien op ik recht zijde .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.7	zode letterweetenschap of grond vinden rijmerij ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.8	doen Mathematica , Rethorika , of het schrijven , vinden Aristoteles , of Kartes uw kunnen drijven Tot oefening ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.9	komen hier , ik zijn een Catalogus , Communis locus , of bevatten gei het goed aldus , Een Concordantie vinden al zijn wereld wetenschap , Die strijdig schijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.930.s.1	nul wat liggen die venten te snappen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.930.s.2	 Ei ondervraag hij vinden doen dichten kunst nu doch een .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.928.s.1	Tegen ijver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.932.s.1	Yter .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.934.s.1	jouw weten dan al .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.943.s.1	die zijn iets ongemeens .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.943.s.2	zode weetje ook , hoe ik moeten , en Treur-en blijspel maken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.953.s.1	die zijn voor ik geren ' kunst , die zijn ik ' minst zaak , Hier aan bestee ik mare doen snipper vinden ik tij , Wanneer geren werken ik lusten vinden naarstigheid en vlijen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.953.s.2	Puntdichten , zijn ik werken , alles ik ik pruik moeten kem ; ik Ha ! het rijm zijn geren ' zaak , die kunnen bij wijze klimmen . ik vertaal uiten frans bij naar ook zonder woordenboek .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.957.s.1	Ja zeker zode leren ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.964.s.1	die zijn die ik het meest vloeken , Terwylmen hedendaags nog speld , nog dichten kunnen vinden ; die deugd , en die het alhier zien durven onderwinden zijn ongeletterde , en onwetend .	EmotionalAction_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.966.s.1	Onzy digheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.974.s.1	Ik ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.974.s.2	 Ei zwijgen , Tot ik die windvang nog een weinig vast krijgen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.974.s.3	gei bebt dan zekerlijk velen ' stuk ook schrijven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.970.s.1	ijver te zijden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.1	nul !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.2	ja , mare ik schroomze in het liggen of aan het toneel te geven ; Daar niet een stuc vinden kracht nu lang waard zien .	Emotion_Shame
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.3	Ik achtze waardig , dan die ikze aan zij bieden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.984.s.1	mare waarom niet drukken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.989.s.1	ik zouze dadelijk spel , Een ander in het genot , ik in doen moeite deel .	Joy_Emotion
bidl001nede01_01.TEI.2.text.body.div.div.sp.994.s.1	ik geloven die niet , en ook wij weten , of het waarheid zijn , die gei iets hebben maken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.994.s.2	Ei laten een zieden ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.1	Wel gewis , die tonen ik zode .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.2	nul neen !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.3	ik schrijf nu scherp noot , Aantekeningen ; ik zullen nu woord vinden ik stoten , Die dichter weten vinden karakter , nog vinden trant , vinden Episoden , nog catastrofe ; het zijn schande ' , zijde weten vinden Cesuur , nog scherp ot zacht accent ; vinden talen , constructie , niet doen minst rudumenten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.4	nul die doen Schouwburg ik , en zijn belang begrijpen !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.5	Die werpen die vod , al die prul , al die slepen In het vuur ; het zijn vod , die geren ' mens kunne prijzen , Daar houding , tij , nog splaats , nog kunst in zijn te wijze Ook spelen ik klucht , die te vuil zijn voor doen jeugd .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1016.s.1	Ik weten niet , wat gei hier zode dol al snappen mogen !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1016.s.2	Al leven Kato zelf , hij zij ' er niet op kijven .	EmotionalAction_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.1016.s.3	gaan gij op de Schouwburg wel ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1022.s.1	Wat zij ik daar bedrijf ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1022.s.2	doen speler , hebben toneel , doen licht , en doen bak , doen spel , en het muzilk , het deugd al niet ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1028.s.1	mede gemak . het zijn langen genoeg .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1028.s.2	deze zijn een vinden die geleerd mennen , Die tegen ik , en uw , mede kracht te zamen span .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1032.s.1	Ik zijn Verbeterlust .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1047.s.1	Ik zullen vinden dicht bij , uw een bezie ; die rok , die letter-mommery , Die schyn-geleerdgeid , uw een vinden doen schoud'ren halen , Bedilal ; zijn zijn u ' kunne in allerhande taal ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1047.s.2	zien , zijn Onweetenheid doen mens ik bedriegen , Een naam vijf zes uiten het Grieks , en daar ik nog om liegen , Hoe die m'er aan geraken , kunnen nu die stout kaak , En onbeschaamdheid volgen , in naam de dicht maken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1047.s.3	deze zijn zij , die elk een berispen , en verbien , En niet een stippel vinden geleerdheid laten zieden ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.1041.s.1	nemen hij de Rok mede opschrift af .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1052.s.1	doen Critica ... ik zeggen hebben nazien , onderzoeken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1057.s.1	laten zieden , wat hebben gei daar ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1057.s.2	zien hier , zien hier doen boek , doen letteroeffening vinden deze gaauwert .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1062.s.1	het zijn historie .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1068.s.1	die zijn zijn , die zijn vinden Valentijn , die vinden Grizella , en die zijn bord , en luiffel schrift ; deze zijn doen loskop , leren deze zijn en woord zift ?	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1071.s.1	ijver halen een rol papier uiten zijn zak .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1075.s.1	Wat zijn die lang rol ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1081.s.1	hebben zijn een Alfabet vinden braaf schrijver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1081.s.2	zeggen , zijn toen zijn hier zetten Die lett'ren ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1081.s.3	spreken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1086.s.1	die zijn , die zijn ... ik wild het niet zeggen , Hoe zij een Criticus ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.1	zode gei het niet uiten wild liggen , zode brengen ik uw boeien voor Febus , en aldaar zullen gei het gebruiken voor vinden die lett'ren wel klaar Beduiden moet ; spreken , eer gei het door dwang moeten melde .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.2	Voorvechter , stechte gits de onbedreeve held .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.3	zijn zijn doen kunst , daar gei zode velen gerucht vinden maken , die elk vinden het horen walgen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.4	Wat staan die wyshoosd naken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.5	zijn zijn die lett'ren toen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1105.s.1	Omiets van boek te weten , alles R. zijn Rechtgeleerde , en P. die zijn Poeeten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1105.s.2	deze L. zijn Letterkunde , en M. zijn medicijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1105.s.3	doen H. historie , G. Grieks , doen L. Latijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1114.s.1	En gei durven ieder schrift verachten , en verdoemen ?	Emotion_Disgust
bidl001nede01_01.TEI.2.text.body.div.div.sp.1114.s.2	doen weten vinden Apol u geest onwaardig noemen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1114.s.3	gade heen , zeggen Onverstand , en zijn geheim raden , die hij , indien hij niet zijn muit achter laten , Apollo , niet alles ik de Zangberg zullen ontzeggen , mare aan hunn ' ondergang gewis doen hand liggen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1118.s.1	ik dekkleed ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1122.s.1	Fluks vinden hier .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1129.s.1	gade heen , eer het hoog lopen , En gei u vuiligheid mede zwaar straffen bekoopt .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1129.s.2	vinden hier gehaate passen de lett'ren , eer ik ' hand , uw naar verdienste en rechte bestraffen .	Emotion_Hatred_BodyPart_Anger
bidl001nede01_01.TEI.2.text.body.div.div.head.1131.s.1	Zevende toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1133.s.1	onzijdigheid , Vrolijheid , ijver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.1	laten doen band vinden ons vriendschap nu , o waard onzijdigheid !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.2	Nog vast zijn alles ooit , treden nu door ik leiden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.3	voor zonder schromen of vrees ' , na mijn Schouwtooneelen .	Fear_Emotion_Shame
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.4	zien , hoe wie oud en jong mede juk en ernst daar strelen .	EmotionalAction_Other
bidl001nede01_01.TEI.2.text.body.div.div.sp.1149.s.1	Ik merken , die Onverstand , door Achterklap en Nijd , En aangestookte twisten , u eer en rusten bestrijd .	EmotionalAction_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.1149.s.2	gedenken steeds aan u plegen , ik zullen mede uw derwaarts treden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.1147.s.1	Tegen Vrolijkheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.1152.s.1	Vrolijkheit .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1155.s.1	ik zullen zedig blijven , en in al vrolijkheid , de teugel houwen , schonen doen tij die hebben vieren .	Joy_Emotion
bidl001nede01_01.TEI.2.text.body.div.div.sp.1161.s.1	Ik gaslaan , die ik naam , wel eer zode schonen gecierd , Door yverige liefde ook heerlijk weer mogen bloeien .	Emotion_Love
bidl001nede01_01.TEI.2.text.body.div.div.sp.1161.s.2	doen roemen vinden Febus , en zijn negen zuster groeien .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1168.s.1	gei moeten hij weten doel , wat hier zijn omgaan . ik zullen nauw achten op die ik komen spreken slaan . ik geloven , die Achterklap ik zelf hebben onder houden , En Nijd in schijn vinden deugd , deze onrust wij brouwen .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.1170.s.1	Achtste toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1173.s.1	twisten , bedilal , verbaasd uiten .	Emotion_Wonder
bidl001nede01_01.TEI.2.text.body.div.div.sp.1177.s.1	EN waarom spraakt gei niet , zelf zijn hier omtrent ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1186.s.1	ik zijn al te wel in deze kleuren ' gewaad bekennen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1186.s.2	ik zullen die trotsheid heen eerlang mede kracht verkeren .	Emotion_Pride
bidl001nede01_01.TEI.2.text.body.div.div.sp.1186.s.3	Nu helpen geren raden , alles zien tot Onverstand te karn , En openbaar wellen te plegen , wan wie zijn Te velen in uw ontdekken ; mare kosten gei in die schijn Niet , alles wie altijd doel , staan roep , baar , schreeuwen ?	EmotionalAction_Other
bidl001nede01_01.TEI.2.text.body.div.div.sp.1191.s.1	ik vragen vinden zaak , en vinden schrijver , daad eeuw , Die op de rol niet staan , en daar ik nooit om denken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1202.s.1	Ik vinden niet raadzaam , die ik Achterklap hier wachten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1202.s.2	laten wij te hof , aan haten , en Nijd aanstonts vertellen ; wan dus zijn Febus , nog zijn lustre niet te vel .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1202.s.3	ik brengen Onweetenheid , en al wat lett'ren haten , In het harnas , deze zijn hebben naast en zeker beraden : En Koning Onverstand , moeten hier de meest spel , Of ondergaan , en wie ook in zijn ' ramp deel .	Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.stage.1205.s.1	naar die doen Gordijn geval zijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1205.s.2	Belachal , Nieuwsgierigheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.1	HA !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.5	wat dunkje vinden deze zeer aanzienlijk eed-gespan ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.6	Wat zullen ' er nog een huisje liggen !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.7	komen Febus een te deeg aan het zeggen ; En vinden hebben zeggen tot hebben slaan !	EmotionalAction_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.8	Ik menen naar Midas toen te gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1218.s.1	En tocht , om wat bij hij te maken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1223.s.1	Om , alles zijde nu in oorlog raak , Te dienst voor een goed Spion .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1228.s.1	die deugd niet ; wan zode het Febus winnen , Wat zouje dan niet wedervaren ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1236.s.1	Ik zullen het wel mede een lachje klaar . ik hebben in de oorlog meer dienen , En hebben vaak d'een en d'aar te vriend ; Ik houden het mede heen , die boven komen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1236.s.2	die met .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1242.s.1	Neen , neen , ik hebben voornemen alles reiziger een aan te zieden , Wat in deez ' optocht zullen geschien .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1244.s.1	Einde vinden het eerst delen .	None
bidl001nede01_01.TEI.2.text.body.div.head.1248.s.1	vertoner , vinden hebben Tweede delen .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1250.s.1	Apollo .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1252.s.1	doen Zanggodinnen .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1256.s.1	rijden .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1264.s.1	Onweetenheid .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1266.s.1	Sprinkhaan .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1268.s.1	horzel .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1270.s.1	Blaaskaak .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1272.s.1	Wakkerheid , Deugd , rechte ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1274.s.1	Wildzang .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1276.s.1	spinnenkop ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1278.s.1	Twee rover .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1280.s.1	Speldezoeker ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1282.s.1	Bitebaauw .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1284.s.1	Dodeers .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1286.s.1	Drekvlieg ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1288.s.1	Boefje .	None
bidl001nede01_01.TEI.2.text.body.div.stage.1290.s.1	hebben Zinnespel vertonen zien op de dagge ; verbeelden hebben toneel een boschachtig Landschap .	None
bidl001nede01_01.TEI.2.text.body.div.stage.1290.s.2	In het verscheiden zien ik de bergen Parnas .	None
bidl001nede01_01.TEI.2.text.body.div.head.1293.s.1	Tweede delen .	None
bidl001nede01_01.TEI.2.text.body.div.stage.1296.s.1	Apollo , doen Negen Zanggodinnen .	None
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.1	gei weten , Gezusters , hoe in spijt vinden mijn weten , Een schuim vinden mens , ik de voeden zoeken dwars te zet , werven en gefterkt door Koning Onverstand , de ruw Midas .	None
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.2	Hoe zijn heir de standaard planten , Tot ik en u bederven , hoe hij ik roemen durven krenken , En ieder plaag , die mare om ik ' komst durven denken Nu willen hij , die ik krans zijn ' ezel oor dek ; En deze goud harp , hij tot een speeltuig strek . ik hebben om die eisen , die honen te weig'ren en te wreken , ik Veldheer rijden zien doel in hebben harnas steker .	Emotion_Disgust_Vindictiveness
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.3	Om deze gedrocht , een vloeken , voor het algemeen goed de letter , gelijk een haatelijke passen , Te vegen vinden de aarde ik verwachten al uur ' te horen , Hoe het mede doen leger , en ik aanslag , staan scheren .	None
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.4	Daar komen Nieuwsgierigheid , die zullen wij doel verstaan , Hoe al in , en voor de stag zijn toegegaan . ik verlangen te horen , hoe ik ' eer zijn waarnemen , En hopen ik ' vreugde ' te zieden , alles rijden weer zullen komen .	Joy_Emotion_Hope_Desire
