vos_002kluc01_01.TEI.2.text.body.div.head.115.s.1	Klucht vinden oen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.31	doen Soliciteurs / voor bloedtzuigers vinden wees en weduwe bekennen / worp ' er voor turf onder een Ketel vol pachter estookt / in plaatsen vinden kool : deze waar pachter die doen sluikers doen bloeden en zelf haddenze et land bestoolen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.32	Die wel ier efalieert waar / tonen an doen duivel haar quietancies : mare zij waar vinden papier / En die zijn in doen hal eeveliens als bossekruidt bij vieren : daarom brengen ' er doen duivel bij doen beurzesnyers in et kot vinden doen dief .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.33	doen quaksalvers en pokmiesters quaamen ' er met ' er bezeegelde brief : mare Lucifar zeggen / brengtze in het verneis bij doen moordenaar / an een kanten / En laetze daar een zieden of ' er zalven ook goed zijn voor doen hels branden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.34	torn zien ik een deel mens met zwart hand / wat aanzien deuze gans / vraagde ik / edaen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.35	willen jij et weten / zeggen doen duivel / zo luister / ik zullen et jouw vertellen gaan : deze binden verver / die met bestelling vinden koopman binnens huis vrijbuiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.36	Deuze dief weten doen zijde / door schor water bal te manen ; ja houden te ontsluiten : Dan begootenze doen draad mede top vinden vijlsel / en slijp / en aar zwaar god .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.37	daar na leideze doen streng in het sap vinden gal / en alluin / datze weder dichten in menkaer doen ; als die edaen wassen / raken doen zijde in doen verf / dieze zo wel tot lijmen / als glans verstrekken ; ja door zulk een plegen / Deenze drieverendiel zijde / over doen vijfverendiel wegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.38	met die hij deze vertellen hebben / grijpen hij ' er een paren .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.39	En bondze doen hand boven / en doen voeren onder aan menkaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.40	torn slaan hij doen hand om een pennen die in een groot paal steken / en begonze met doen kravielstok zo elements te wringen !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.41	die ' er et bloed zo uitsprong / of ik doen verf uiten doen zijde zien spring .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.42	Hoe mogen jij haar zulk een pijnen doel ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.43	zeyd ' ik / zij aanzien het edaen door haar miesters lassen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.44	haar miesters / zeggen doen duivel / lijden zo wel als zijde : wan zij hangen elk an een zijden bassen ; En zooze daar vierentwintich uur an kunne hangen / zonder die doen streng breken / zo binnenze allegaer vrijen , met wezen hij waerze hangen ; mare ik hebben nauw om ekeeken / Of ik zag'er wel teen dozijn voor haar strop druipen in een ketel vol zieden water / die ' er rechte onder ezet wassen : daar moeten zijde zo langen koken totze twee vijfde parte minderen woogen / ja zo netten of et wetten wassen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.45	doen boekverkoper die bijbel uithangen en aare giestelijke zin / Al zijn het die ' er in ' er winkel niet als bijbel vinden twieenvijftigh brand binden ; En boek vinden Reyntje doen Vos / die schalkedier / worp ' er allegaar / in Belzebuyx kwartier / Tot blanketstel emaakt ; wan als doen duivel een Engel willen lijk / zo goed hij hum met ' et blanketstel vinden zulk schijnheylige boekverkoper bestrijken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.46	zo die ' er niet in doen hal zijn / of ' et komen doen duivel nog te passen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.47	doen Lakenverkoopers / die ' et laken een zestepart lang rekken als ' et wassen / worp ' er erekt / die al watze an ' et lijf hebben beginnen te torn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.48	wie zullen jouw / zeggen doen duivel / ' et laken te rekken wel dra uiten kornen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.49	En zij begonneze met kaarten vinden naald en spellen te reuwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.50	zij riepe ; helpen !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.51	helpen !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.53	wezen jij slechts te vrede / zeggen doen duivel / lijden jij wat pijnen / jouw kind gaan weder in het felp .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.54	doen makelaar / die mede liegen en bedriegen aan doen kosten raak / Ja die ' er zelf tot koop-luy / en doen koopman tot makelaar maken / worp z'er aan doen koopman / zij falieerde miesters schaffen / Dieze / tot wraken / hebben vellen vinden doen lid stroopte ; En tot meer pijns / in een bak vol pekel dopen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.55	zijde vloekten / en knarsten op ' er tand vinden ongeduld .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.56	Och !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.57	och !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.59	riepenze / die jij efalieert binden die zijn jouw eigen schuld ; wan een Koopman / die hum vinden een Maakelaar laat belezen / Die willen / spijt zijn eigen zelf / een maakelaar wees .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.60	Ik denken doen makelaar liegen het niet / al kanneze het wel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.61	Dan schout / vinden Diefleyers / en Luyzevangers grimmeldent in doen hal .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.62	hebben volk die niet vinden goed doel of vinden doen Kerk mogen horen spreken / zitten ' er allegaer op hekel / en horen ' er doen duivel doen passie preken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.63	doen koorendragers die zo leuy binden die ' er het heel land vinden wagen / worp doen hoorn op het hoekje vinden de hal / dichten aan het hoofd of ezaegt : wan zij zullen aars niet wel door doen poort kunne raak ; En vinden doen tak / zien ik doen duivel hecht tot moortprieme maken / En dobbel-stienen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.64	ik denken deze goddelooze zaad / dienen doen duivel / zo wel nouwze dood binden / als toenze leven / tot allerhande kwaad .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.65	torn krijgen ik hongeren .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.66	beginje hongeren te krijgen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.67	zeggen doen duivel / zo zullen ik jouw wel een advocaat aan het spijt rij : wan wie aanzien aars gieren zuivel : Die elardeert zijn mede een tien of en twintig procureur / En bedruipen hum met ' et vet vinden een deel Soliciteurs / Terwijl hij voor een vier vinden deurwaarder worden ebraden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.68	Neen / zeyd ik / die zijn Heyntje-mans kosten / daar meugje jouw zelf mede verzaden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.69	te lest krijgen ik achterlast / en ik binnen door helpen vinden doen duivel op et hels sekreet eraakt ; Hier vinden ik al doen paskwil die door een deel kreupel rijmertjes tot schimp vinden Vos waar emaakt ; Ik wouze oprapen : mare doen droes wouw doen bunse vod / zeggen hij / niet mis : wan doen duivel gebruiken deuze paskwil in plaatsen vinden mosselschulpen / om zenden eierkurf mede te wis .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.70	Al wassen het die ik een inktpot / of een inktkoker hebben / Die zode groots wassen als hebben Heydelbergse Wijnvat / daar negen honderd en zestig Amen Wijn in kennen / daar toen driemaal zo veel / ja viermaal zo veel schrijfpennen als spies in het leger vinden de overste kluit / En die elk zo groots wassen / als doen groot mast op het Schip vinden sint Reynuyt / daar doen Stuyrman zenden hut en doen Kok zenden kombuis in maken / Die zo oog wassen datze met doen Mars aan de Hemel raken / En die ik dan een Boek hebben zode groots als doen spaans Zee in het rond / nog zij ik niet half kunne schrijven / wat die ik in de hal al vinden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.592.s.1	wij daar ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.595.s.1	goed dagge speciaal .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.599.s.1	Hier zo gieren meer te snak / Of ik doen jouw doen broek tot opje heel zak .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.602.s.1	binnen jij doen Toovenaar / om wij die ik hier komen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.607.s.1	Ik gaan in het naarst de nacht mede Lucifer voor mom / Op Belzebuyx banket / mede slepen vinden zwart Saters / En dansser op het gelol vinden kat en vinden kater .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.610.s.1	Wat zijn dan voor een ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.614.s.1	Ik wonen onder deze gewelf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.614.s.2	nachtmerrie zijn ik naam .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.614.s.3	ik zijn doen Weerwolf zelf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.617.s.1	Wat kanje voor kunst ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.1	Ik kunnen doen woest en dun wind tros et nors en Lapsche Volk in lederen zak / en in open net binden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.2	als ik ik aanzicht slechts een mede duivel drek bekladden / veranderen ik in een Mieuw / of in een vleermuis / of in een zwart katten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.3	Ik doen doen mens / als et ik slechts lusten / al doen et menig gruwen / papier / haar / kalk / stien / koten / knikker / neutedoppen / naald en spellen spuwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.4	jij mogen ik vrijen bekijken : ik kunnen allien door ik groots verstand / doen kosten / asze op doen tafel staat / veranderen in zand ; Ja spijt Aecht zonder ziel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.5	ik rijden bij nacht en dagge an al orde Op een Bok met drie been .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.6	ik hebben / door doen kracht vinden toover woord / doen jong zoon vinden geil Aagt / al dunken et elk een houden vreemd / veranderen in een luis / en deedt hum / in die gedaante / in et hemdt / En op et moer naakt lijf vinden Marry Naerjes komen ; Die hij / in een luize schijn / haar eerbaarheidt et ontnoomen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.7	Ik hebben Juffrouw snottebel doel kijken in de spiegelen glas / die Harmen Fielebaert haar toegezeide vrij wassen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.640.s.1	als jij al dingen zo kunstig weten te kuip / kunnen jij dan wel door et ogen vinden een naald / of door et gat vinden een klinksnoer kruipen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.643.s.1	die zijn ik slechste kunst / die kunnen wel strakx geschien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.646.s.1	Kanje dan wel Brandewijn of Soetemelk tap uiten een straatsteen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.649.s.1	Ik kunnen wel met een stro het hoofd vinden jouw schouwren snijden /	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.652.s.1	Kanje dan wel / als een Kolrijster / op een beuzemstok uiten doen schoorsteen reien ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.655.s.1	Ik hebben nog gistre nacht evlogen als een kraai .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.658.s.1	Kanje dan wel een weegluys doel klap als een papegaai ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.661.s.1	geren ding binnen zo vreemd of ik weetse te klaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.666.s.1	Kanje dan wel in een Eysdop of in een Mosselschulp naar Oost-Inje varen / met een zeil vinden een spinweb / en sturen met een naald in plaatsen vinden een roeren ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.666.s.2	Weetje wel die ik wijf niet poortvast zijn / wel te verstaan een Hoer ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.669.s.1	staan eerst in deuze kring / ik zel'er een naar lezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.670.s.1	Ritsaart zetten oen in een ring vinden Bossekruit , en beginnen te toveren .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.1	twee schinkels met een klauw / wat pok zullen deze wees ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.2	Drie hoorn met een kot !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.3	vijf kriek met een kers !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.4	het zijn doen nikkers kraemery / hij lopen met Heyntje-mans Mars .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.5	hij preutelen binnens monds / ai horen !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.6	hoe lang / hoe ras .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.687.s.1	He , Sa , vo , been marketroy , komen poesme doen krasser .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.687.s.2	Oksius , Koksius , Noksius , Poksius , Homenus , Domenus , Bomenus , Romenus , Arius , Darius , Blarius , Larius , voor wat ' er worden bestieren door het lopen de planeet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.690.s.1	Voorzeeker et deuze manna et Latijn met pollepel egeeten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.694.s.1	inkomen koenat , Rekoolatt , katan , Extra , struynalibol .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.697.s.1	Hoo / hoo / praetje vinden struif ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.697.s.2	ik drukje wel een balie vol .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.700.s.1	Belzibuik , Lucifer , Pollepel , Schuimpaen , komen al in perzibel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.703.s.1	daar lezen hij et duivel paternoster uiten Heintjemans bijbel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.706.s.1	Firlementis , Swijnentis , Schoeschentis lagardefrooy .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.709.s.1	Die tarm zijn eraapt uiten sint Pieters palsrok uiten doen derde plooi .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.712.s.1	rijzen onder aerds gespuis / en laat op aard jouw luim zieden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.715.s.1	bij ik zieter na / hij et doen Droes betoveren met een pruimestien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.720.s.1	Oliman , Soliman , Foliman , Boliman , Alius , Falius , Malius , Salius , Mikkeran , Likkeran , Wikkeran , Nikkeran .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.723.s.1	hij praten vinden doen Nikker / zij d'aere manna wel vinden huis wees ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.726.s.1	reppen vinden gieren aere manna / of jij mogen wel voor doen Nikker vrees .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.730.s.1	die liege Latijn wassen / hij wassen na ik verstand / doen allergelierste dokter in het heel land .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.733.s.1	waar blijven doen Droes vinden Delft ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.737.s.1	die komen zeker schrander .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.737.s.2	doen Duivel vinden Delft zijn die niet een geboren Hollander ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.740.s.1	Wat zegje daar jouw guit ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.743.s.1	Ik vraegje na ik vrouw .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.753.s.1	na die ik hier bevijn zo zijn jouw houden trouwen : mare om et rechte bescheid / zo maakter eerst jouw werken of / Om over een klein vuur te gaan op et Zuyer kerkhof ; daar zelje dichten an et dak een diep horn zieden / En in die zelfde horn / zijn een betoverde stien / Die jouw als jij zij dragen in et wees zullen vervormen / Dan die jouw echt wijf bywijle komen bestormen : zien dan of Fijtje jouw / of Ritsaart et beminnen .	Emotion_Love
vos_002kluc01_01.TEI.2.text.body.div.div.sp.756.s.1	Hoe komen ik bij doen horn ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.756.s.2	die die wel eerst verzinnen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.769.s.1	Op et Zuyer kerkhof / daar binnen zes uw zerk / Die eertijdts binnen ebracht uiten et rijf vinden Denemarken : Elk met een grafgedicht / daar een Hoogduits poeet / Wel zeuvendallef jaar zenden hersenen op verslijten ; Die moetje na elkander eerbiedelijken lezen : Dan zelje in een mannen / die daar geriet zullen wees / Al prevelende treden / en spreken deze rondeel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.769.s.2	Oriza , Lambatiza , Schoenmiza , Koekernotes , Koekernoteel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.769.s.3	zo dra en zijn die spreuk niet aen menkaer eschakelt / Of jij woord mede doen mannen / tot aen et dak takelen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.773.s.1	schonen datmen vinden Dokter Faustus wel een groots wonder zien / zo zijn hij bij jouw niet meer als een beest bij een donderslag .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.778.s.1	komen smeertje met deze gruis / ewijt door ik Sermony / zo krijgje in de ijl een zwart duivel tronie ; wan zonder die gedaant zijn al jouw doel onwis .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.781.s.1	Ik wouw wel datje zeggen waar vinden die et emaakt zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.798.s.1	In het lest vinden ' et veurjaar / hebben ik in het eerst vinden ' et naejaar gaan zoeken / een houden half lood koutwaremis / ekleinst door natten droogdoeken : een vers pekelharing / een zout stokvis / een jong Ouwevaar / als ' er nog gieren in et hok zijn : deze hebben ik in doen nacht met reuzel vinden koorstengen / met et dreunen vinden een veest / en poddewol gaan mengen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.798.s.2	torn nemen ik tot behulp / doen leveren vinden een pijl / doen nier vinden een zerk / doen long vinden een bijl / Et sap vinden een waterpot / ebruykt vinden juffrouw slakpoel : Et hoofd ' vinden een ronden klos / en het merg uiten een kakstoel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.798.s.3	deze hebben ik met menkaar in een mortier vinden glas / met iene apesteert / ehaelt uiten ' et hel moeras / Tot pollever estamt / met ' et niervet vinden een netel : torn hebben ik ' et ekookt / in een papieren ketel / Over een vier vinden ijs .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.801.s.1	komen smeertet ' er mare an .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.805.s.1	nu ik jouw aansicht bestrijk / woord jij doen Duivel zelf in al dingen gelijk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.808.s.1	Zooje kunst god zijn / zullen ikje een te bier noden in doen bergen vinden weelde .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.812.s.1	met goed lieden zijn goed doel ( zeggen doen koster ) en hij ontkliede doen beeld .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.812.s.2	het zijn tijd voor jouw te gaan / doen Droes tonen hum aars gram .	Emotion_Anger
vos_002kluc01_01.TEI.2.text.body.div.div.sp.815.s.1	die zijn een kleinigheid / ik wouw wel die hij komen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.818.s.1	Wel binjer op belust / hij zelje zelf bejegenen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.821.s.1	Ja al dingen zijn meuglijk / mare ' et willen gieren geld regen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.825.s.1	He , ho onsikokx Kalandarina , Le , bo , bonsibokx , malandarina Ronsikfokx .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.829.s.1	willen ik jouw wat zeggen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.829.s.2	Reintje doen Vos spreken in latijn / die doen allergelierste doen wijs niet zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.832.s.1	twijfelen niet an ik wijsheidt / ik kanze uiten ik groot baard lezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.835.s.1	zo doen wijsheidt in een groot baard zitten / zo moet doen bok houden wijze wees .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.838.s.1	komen fluks uiten et Vegevyer met jouw beroeste piek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.841.s.1	als doen duivel sterven zullen doen nikker komen : mare hij zijn nog niet ziek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.844.s.1	In deze blad moeten ik zieden waar die ik hum zullen vinden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.847.s.1	zien achter in ik Allemanak / hoe velen dagen die ' er in een manen binden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.850.s.1	ik dunken hebben hel broeden die moeten nog ver vinden hier zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.853.s.1	Ik denken datze allegaar in Noves kroeg te bier zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.854.s.1	Ritsaart steken ' et Boskruit aan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.857.s.1	Hier komen doen Duivel zelf vol ysselijke flikkers .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.860.s.1	nul dood !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.860.s.2	doen Duivel komen met honderd duizend nikkers .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.865.s.1	Ik zullen hum vervolgen om te zieden hoe ver die hij zenden baard hebben ; wan hij lopen alles een hond / die een kneppel an zenden staart hebben .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.866.s.1	Foppe .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.866.s.2	Iuriaan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.869.s.1	rijzen uiten de slaap / de dagge die naken / vieren et doen klok .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.873.s.1	zijn loogenachtige Mary door doen zolder evallen / en et zer niet zeer edaen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.873.s.2	Hoe pok kunnen die wees / die kunnen ikme niet verstaan ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.speaker.874.s.1	Ieur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.876.s.1	doen die zulk wonder ?	Emotion_Wonder
vos_002kluc01_01.TEI.2.text.body.div.div.sp.speaker.877.s.1	Fop .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.879.s.1	Wel ja het .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.890.s.1	willen ikje wat zeggen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.890.s.2	daar een Labbekak zetten bal daar komen doen duivel eerst een kus liggen : wan een Labbekak kunnen hij niet ontgaan asje zelf wel weten / En zode langen asze hier leven doetze alleman leed / En die leed geschieden / wild dikwijls met wreken betalen / Dan et doen Duivel actie om doen Labbekak en wreker te halen : die zijn een dubbel vetje / dan zijn het kermis in doen hal : nul daar een Labbekak in doen buren wonen / die komen doen Duivel zode wel !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.890.s.3	hij behoeven nergens voor te zorg / zij kunnen doen hels akker zelf wel ploeg .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.893.s.1	komen gaan om een zoopje / in een vinden deze kroeg .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.1	Ier ik op et kerkhof gaan / moeten ik ik met monsieur likpotje zalf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.2	Ameraal / Generaal vinden al roodneuzen / en nuchter kalf : Veldtmaarschalk vinden Lootgieters / vinden Leidekkers / vinden pelser / vinden wever en Schreurs : Sergjant Majeur vinden timmerman / vinden metselaar / vinden smidse en aare Kitte-breurs : geweldig Provoost vinden robijn / vinden diamant / vinden Korbonkelen / en etterige puist : kolonel vinden Schiateka / vinden podagra / vinden Chiragra / vinden schuddende hoofd / en beven vuist : Euverman vinden et Turfdragers / vinden ' et Bierdragers / vinden ' et Waegdragers / en ' et Koorendraagers Convent : Secretaris vinden ' et Wagenaars / vinden ' et Schuiteboers / vinden ' et sleper / en kruier Parlement : bijbel en Categismus vinden Diefleyers / vinden Brillekraamers / vinden dobbelaar en zanger : enig leren en troosten vinden Quakzalvers / vinden Schoorstienveegers / vinden Beersteekers en Rottevangers : nul Ferheer !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.3	nul Luytersche zendbrief / na doen Confessi vinden Augsborgh : nul Lubek !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.4	nul Rostik !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.5	nul Bruynswijk !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.6	nul Bredaal !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.7	nul Rotterdam !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.8	nul gatje bal !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.9	nul hertje zonder zorgen !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.10	portier en Kamerling vinden zo veel vrouw ' er slot !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.11	nul gouden en Zilver-smit / die doen waardin zij ring en sleutelreexen doen vergroten !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.12	nul zoon vinden Bytebier / die hij bij dronke Stijn hebben !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.13	Dan Pater Kitte-breur edoopt in het Heydelbergsche Wijnvat : daar Sinjeur Pakkebier hum als jouw Peet vertonen / Die jouw zo rijkelijk tot Pillegelt beloonden / met zalm / met raf / met rekeling / met krabben / met garnalen / en met kruidig vorst / met kapper / met Olyven / met Anssioves / met kaviaar / al kosten voor een zwelgzieke barsten : leven honderd duizend jaar / ja twee honderd duizend jaar / natgierige keeletrooster .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.14	nul monnik !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.15	o Knunnik !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.16	o Pater !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.17	o marter !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.18	vinden sint Bacchus Klooster .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.19	die smaaktme / die raaktme an et harden : niet een druppel selme ontslippen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.20	ik buik staat espanne / ik zij ' er een Olyfant op dood knip .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.21	Hier zijn doen eerst zerk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.22	Hier liggen hij die hebben spijt die hij doen dood verraden : nog meerder spijt hebben hij die hij zijn geld verlaten : Wat of deze Woekeraar hebben allermeest mogen spijten ?	Emotion_Sadness
