bred001moor01_01.TEI.2.text.body.div.div.head.3771.s.1	nemen de spellen personage .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7035.s.13	hij zien zeker wel woest En kijken nu hier , nu daar , hij hebben dapper noest !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.stage.7004.s.1	Writsart uit .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.speaker.7038.s.1	writsart en Koenraat .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.1	Wat staan ik nu te doel ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.2	ai ik !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.3	ik siese nieuwers , zijn die ik loop of kijken : en immers zijn zijde yewers .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.4	Wat zullen ik deze stijgen of ghene straat in slaan ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.5	Of zullen ik na doen brug : of na hebben water gaan ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.6	ik weten niet hoe ik willen ; dus staan ik nooit ik dag ; zijde zijn doen nuwendijck : of doen kolk ingheslaghen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.7	zijde zijn zijn dat zijn , s'is buit ik gezicht ; zijde zullen ik hopen ik een nog komen in hebben liggen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.8	Ach uitstekend Maacht !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.9	die ik dus doen verdwalen , zij zelf doen schoonheyt zelf bij uw wel kunne halen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.10	ik weten niet wat zij , hebben schoon die ik verscheiden En het suyverlijckst wel eer die zijn nu mare ghemeen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.11	nul wtghenomen beeld !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7084.s.12	mede wat vermogen kracht zode wentelen , wellen , en woelen uw schoonheyt ik ghedachten , te wassen gheen schoonheyt , die ik eest voor schoonheyt houden : uw schoonheyt ongemeen zijn alder schoonheyts ziel , mede wat bevallicheyt zijn gij enten oog ghecropen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7088.s.1	Wel deze hebben al mede van zelf top zuipen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.speaker.7090.s.1	writsart	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7095.s.1	nul die oud draf-sack !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7115.s.1	nul deze zijn zo tiats zo het Ritsert deedt om het jocks , hij zullen wel doel om twats !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7115.s.2	hebben moeytme vinden ik Heer , en ' zijn ook te beklagen , die al zijn kind'ren zij zo onghereghelt dragen : wan d'outste die zijn gayl , en op een hoer verzot , En deze janhen lopen vinden kuf , vinden kot in kot .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7150.s.1	foei , die die saggelaar ik daar juist mos ghemoeten , hebben ik doch doorgesnapt zonder hij een te groeten , zo hebben ik die ghelel zo lang niet ghehoort : ik wedde hij hondertmael vertalen mogen een woort , ik staan vasten in ik zelf verstuert en parlement Om die ik oud Oom daar zo lang staan en drent .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7150.s.2	Wel hier komen Koenraat , zien , god geven uw goed denken !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7162.s.1	En ik wensen uw ik Heer al wat wensen mogen : Wel hoe drul-oorje dus ?	BodilyProcess_Sadness
bred001moor01_01.TEI.2.text.body.div.div.sp.7162.s.2	hoe dus verbaasd vinden wees , En preutelen binnens monts , zijn vinden vreugde of vinden vrees ?	Fear_HeavyHeartedness_Joy_Emotion_EmotionalAction
bred001moor01_01.TEI.2.text.body.div.div.sp.7162.s.3	vinden zijn koomdy zo snel , en zien dus droef en wreed ?	BodilyProcess_Dissapointment_Sadness
bred001moor01_01.TEI.2.text.body.div.div.sp.7243.s.1	gij vraachtme Koenraat , die ik zelf niet en weten ; ik weten niet wat ik weten , ik soumen niet vermeten Te weet die ik weten , of ik ooit hebben weten : ik weten niet of ik zitten , ik weten niet of ik staan , ik weten niet vinden zijn ik komen , velen minnen zijn die ik gade , zo harssen-loos zijn ik , doort razen vinden ik zin , Door d'onghebondenheyt vinden ik te dol min .	Emotion_BodyPart_BodilyProcess_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.7243.s.2	gedenken uw Koenraat wel , die ik uw dickmaals brengen In wij pakhuis ; daar ik uw menichmaal bedenken mede roockte zalm , en mede heel korf vijg , mede brood Suyckers , en wat ik meer kennen krijgen : En vullen ik uw niet een anckertje mede wijn Nu lest , doen wie tot uwent zullen zijn ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7243.s.3	En sloockent in een mand , die mede hooi ghedeckt / / wassen , ik Vader peilen , hij denken dat lekken / / wassen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7243.s.4	Ghelyck alles Iasper Buur , die een mooi hallif Aam Rynsche Wijn inleggen , ( tegen zijn Vrouw zij Kraam ) Die doen maarte en knecht allengsiens uit lickten : En zo hij een mede kracht hebben vat , en wikken Hoe velen de nog mogen zijn : hij tillen zo stijf an het vatten zo die hij mede doen staart vallen lustig op zijn gat .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7243.s.5	zo ginght ook mede doen manna vinden ons Kniertje louw , Die mede zijn halfvat bier denken kermis te houden : mare Knier wassen hij te gauw , zijde drinken voor tijdverdrijf En lurken zo lang , tot zijn hebben in zij lijf ; Op sint Kermis krijgen doen manna zijn besteden vriend : hij nemen een groot potten , die hij vol tap menen : hij liggen doen potaarde op , en hij kloppen uit hebben vatten doen dueffick , en hei stoppen zijn duim enten lege gat .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7254.s.1	mare Writsert watje zeggen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7254.s.2	ik kanme niet bedwingen vinden lachen , dats een klucht !	Joy_BodilyProcess
bred001moor01_01.TEI.2.text.body.div.div.sp.7254.s.3	nul mens !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7254.s.4	wat ding : hebben zijn te wonder zoet : ik hebben nooit ghehoort .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.1	Al malligheid genoeg , luisteren in aernst voort : krijgen ik niet van Kantoir uit doosen en uit laden Konfyten inleiden , en velerlei sukade ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.2	En statet uw niet voor die gij doel dikwijls zeggen : nul Writsert of gheviel die gij uw zin liggen Op Dochter , Vrouw , of weduwe gij mogen ik wel gheloven ik zij om uwent willen alles voor ik zelf sloof .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.3	deze hebdy ik beloven , betonen nu wij gij zijn , ik zullen op een hoed niet zien zijn die gij wel bedijt ; gij zijn zeker zo edel om iemand woord te houden , alles ik niemand vinden gild zullen kunnen toebetrouwen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.4	stellen nu doen macht enten werk , vinden uw welsprekens kunst , zo lang tot gij verkrijcht ik alderliefstens gul , wie schoonheyt uit zij zelf natuurlijk zijn ghebooren , Niet mede quacksalvery , nog dranckjes vinden dokter .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.5	Ghelijck sommige lieden , die zo aanzien klieken Om schonen en mooi te zijn , die zijde nu zijn vol ziekte , Vol quellings , en vol fluim , waardoor die zijde verwerven Een leven zonder lusten , en sterven zonder sterven : rechte alles die Blieck-vyst , die daar gist'ren achter zitten , Die om deze nieuw snofs-wit zo velen rommeling eten , vinden boekweit , god en krijten , en watter te koop / / wassen , Nu gaatse goed Meydt , of zij pekel ontloope / / wassen : Dan klaachtse voor zij harden , dan wijstse voor zij barsten , Ach Moertje seydse lest : daar liggen ik zulk korst , mede vielse op haar buik en geven drie groot kreeten : doel sprackse overluid , ik zullen ik leven niet eten die ongezond tuig vinden onbereyde spijs , vinden rauw tarwe graan , vinden Haver , gerst , of rijzen , vinden zand , vinden turf , vinden als , vinden koolle nog koolstruycken , ik zullen in al dingen ik ouder raad gebruiken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.6	ik kander ook een delen die heel groot lap vinden wol laken uit zij ruk en Huycken kap : Vondese doen schuurmanckt mede d'ooly - doek staan , Hoe zij die volk dan wel in grasduynen gaan !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.7	Die rijk luy'er kluer die staater mennich duur , ik laten doen juffer staan , die zwak zijn vinden natuur : mare zien doen Dienst-meysjes , die sterk schonk / / hebben , Die ziener uit , of s'uyt een gieter ghedroncken / / hebben .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.8	doen Vrouw die zijn wel dol , doen Dochter zijn wel gek , Die voor een schoonheyt houden , die jammerlijk gebrek !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.9	En zijn niet mede god hartneckelijck ghestreden , Wanneer ik niet vergenoegd , en maact and're schoonheid , alles wij zijn wijsheid geven ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.10	zijde toon mede die schijn Hoe ondanckbaar , hoe slechten vinden oordelen dat zijn .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.11	doen moeder zijn wel zot die haar klein kind'ren zo rijgen , die zijde zij hebben zijn gans verminderen , En dringen het teren wicht in een ghebootste lijf vinden blik of loodt benaydt in harden steecksel stijf , Daar gaan doen wicht in benepen en spannen , En worden nimmermeer volwasse kloek mennen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7390.s.12	wereld hier een Dochter nu wat poeslich vet en bluts Die dunken zij te zijn nut in't Leger voor een trossen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7394.s.1	En uw lief , zijn zijde schonen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7413.s.1	Ja Koenraat zo volmolen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7413.s.2	die nieuw schoonheyt hebben zij aansicht aanghenomen , zijde hebben een eigen verf die niet zijn gheblancket : zij lichaams stelen zijn fraai , niet rang , nog niet te vet .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7417.s.1	Hoe oud ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7425.s.1	naar dat scheiden aan't wees of bedaren zo zijn zijde oud omtrent zij zes of achthien jaar .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7431.s.1	enten bloemeken vinden zij tijd !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7449.s.1	zien Koenraet die jouw maken die ghyse lokken mede list , en mede gheweldt zij schaken ; Bedenckter uw een op , hoe ghyse zullen bepraten En stommelen uw bedroch , nu wakker uit doen gat : Bedriechtse mede een vinden en levertse an ik , ik willen die ghyse brengen hebben zijde ook hoe hebben zijde .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7456.s.1	nul !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7456.s.2	wat besluit zijn deze ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7456.s.3	zonder zien te bevraagen : Secht ik wie dochter zijn , of wieden zijn tocht zij maaghen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7460.s.1	die weten ik niet .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7465.s.1	Dats vreemd !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7465.s.2	hoe zijn dan dat heet ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7465.s.3	vinden zijn zijn ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7465.s.4	zijn woontse ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7469.s.1	die weten ik niet .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7474.s.1	zijn hebdyse zien ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7474.s.2	of zijn komen zijde uw tegen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7474.s.3	geven ik doch wat bescheyts ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7478.s.1	Op straat hier onderweg .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7485.s.1	zijn bleefse tocht enten lest ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7485.s.2	zijn gingse ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7490.s.1	die weten God .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7490.s.2	En ik en weten niet , die maken ik dol en zot .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7494.s.1	Hoe zo ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7506.s.1	mare ; vraagie die ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7506.s.2	zo ik naar zij wassen gaan zo ontmoeten ik Jan kraai , ik oom die houden ik staan , ik sweerje die ik hij niet mede ik oog zien In een helen half jaar , alles juist op deze dag doel ik hij allerbest wel mogen hebben ontberen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7510.s.1	Wel gingje niet wederom ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.1	ik dor niet omkeren , hij wassen ik op hebben lijf , eer ik hebben zien , of weten , ik hebben ander in een steegjen een pissen : de schuddebol , die spreken al stamerend ' mede lispen Wel hoe bocht-jachtie dus ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.2	deze moeten ik uw berispen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.3	Hoe dus wilt-weyich ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.4	ha !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.5	wat zijn voor een knechten ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.6	Secht uw vaar die ik zijn gheroepen voor hebben rechte , En staan op Schepens rol , en die hij tegen morgen ik een advocaat , en voorspraak moeten bezorgen : deze wassen telckens weder an en duren zonder einde .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7547.s.7	hij gaan , ik zien , ik lopen vasten hier en daar ontrendt , mare vinden zij nieuwers niet .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7553.s.1	moglijck of die persoon / / zijn Die door Kackerlackje Moyaeltjen angheboon / / zijn .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7561.s.1	nul bloed zijn machse zijn ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7566.s.1	En wasser niemand bij Die zij bewaarden of gheleyden an zij zijde ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7573.s.1	Ja kakkerlak die guydt , die volchde haare schrede .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7578.s.1	ik hebben nu verslag genoech .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7578.s.2	die zelf menen ik mede .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7584.s.1	Spotje metme !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7584.s.2	hoe zijn ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7588.s.1	ik menen die ook voorwaar .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7593.s.1	Kundyse Koenraet ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7593.s.2	zeggen , en zijn zo zaachdy zij ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7599.s.1	ik Hebse gezien , ik kennen ; en weten zijn zijde omtrent / / zijn	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7604.s.2	Koenraet wat ik horen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7604.s.3	zijn zijn dats uw bekennen / / zijn	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7617.s.1	ik kense en ik weten zijn die zijde zij onthouden : wan s'is brengen vereren , en in Moy-aals ghewouwt .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7624.s.1	wieden zijn zo rijk vinden macht , die zulk personage kunnen sluiten uit zijn harden , en schenk voor schenckagie ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7633.s.1	de Hopman Roemer zijn het , en die heeftse zo koelen , schenken , en ghestuurt uw broeder Ritsaarts boedel .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7638.s.1	Ach broeder lief !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7638.s.2	ik markt allee uit deze deel vinden deze verhalen , die gij een droef rol zullen spel .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7644.s.1	mare weetje wat uw broeder zijn verering zijn ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7648.s.1	Wel wat , secht die ik bidden ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7655.s.1	Een verrompelde Mooris .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7689.s.1	Wat zijn ik broeder zo zot , die hij zullen durven denken Een zo mismaackten mens bij zulk beeld te schenk ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7689.s.2	bij zulk creatuur !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7689.s.3	zo kunnen ik wel bevroeden , die hij te laag liggen , en daar niet op zullen doel .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7689.s.4	zeker die iemand harden mede gift zoeken te steel Die moeten niet gierig zijn , mare moeten doen gild spel : Wel Koentjen , ik weten nooit die wij Moy-aal zo na woonachtig , nog die zijde wij na ghebuure zijn : wan ik en hebber nooit in't minst af vernemen , Hoe na zijn zijde hier ook eest metter wonen ghekomen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7693.s.1	zijde heefter wel gewoonte omtrent een manen of tien .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7698.s.1	Wel die zijn zeker vreemd , ik hebber nooit zien : mare zijn zijde doch zo schonen ghelijck zijde wereld ghepresen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7702.s.1	Jase wereldlijk !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7708.s.1	mare niet te aanzien vinden deze .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7714.s.1	Dats wat ander .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7721.s.1	Dats zijn ik aldertroutste vriend , ik bidden uw doen uw goed die ghyse ik verliendt .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7726.s.1	die willen ik garen doel uit minnelijk hart , Ghelieft uw ook iets meer ?	Emotion_BodyPart_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.7733.s.1	zijn heen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7739.s.1	' thuis om doen zwarte Te brengen aan Moy-aal , ghelijck uw broeder bevelen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7745.s.1	Gheluckige Mooris , die zalig wees zullen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7749.s.1	Waarom doch ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7766.s.1	mare daarom : om die zijde al dag bij zij zullen zijn in huis , en na zij wel behagen verklaren zij gezicht , in d'ooghen vinden doen zon Die mede zij flonckeringh ik Sieltje zo verwinnen : En zullen zijde niet altijd zij mogen zien en spreken In kamer en vertrekken ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7766.s.2	en zijn nacht onder doen deken zeggen slaap an zij zijde ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7771.s.1	Wat souwt zijn of gij waard zo zalig en zo rijk , ghelijck gij hier verklaren ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7778.s.1	Wat middel of wat raad , soudy hier toen tocht vinden ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7784.s.1	mare die gij een anschoot hebben kleed van swartinne !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7788.s.1	Hoe , zij kleed ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7788.s.2	wel hoe voor ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7799.s.1	Dan zullen wie mede roet , mede lijmswart , of mede tuig vinden enig ander god besmeren het aangezicht , en uw hand beide .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7803.s.1	En dan ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7807.s.1	En dan zullen ik uw in zij plaatsen ginder lei .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7811.s.1	Wel ; die gaan nog zeer wel .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7826.s.1	En zijn daar geleide zullen ik een rijden vinden uw broers gheneghentheyt vertonen aan Moy-aal , mede stuip en mede nijgen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7826.s.2	mare wat gij horen en zien gei moeten altoos stilzwijgen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7833.s.1	En zorgen niet ik zullen beschikken inder daat .	Worry_Emotion
bred001moor01_01.TEI.2.text.body.div.div.sp.7853.s.1	nul wat gelegenheid zien voor uw merken laten ; gij zullen dan vrijelijk daar mogen mede zij spel , En storm , en kus , en stoeien , strook , strelen , En slaap nevens zij , vinden niemand niet bekennen , wan wij zij dan vermoeden iets ander of gij zijn doen Mooris vinden uw broeder ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7865.s.1	ik zijn in al ik leven vinden geenich mens die leven , zo goed raad ghegheven !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7865.s.2	komen gaan wie al wij goed , en vaardig ik anschiet zij kleed .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7869.s.1	ik secht in speld , zijn mal ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7869.s.2	ik meent niet .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7873.s.1	Wat duivel mueghdy dan doen gek mede ik zo scheren ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7884.s.1	Weetje wel het zijn verbieden bij klokslag van heer die niemand wij hij zijde mogen lopen meer voor mom Bij nacht noch bij daagh ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7891.s.1	Wat daar geven ik niet om .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7891.s.2	komen gaan wie slechts mare door .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7895.s.1	gij sultet uw beklagen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7902.s.1	die zijn ik wel troosten .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7909.s.1	of kwalijk komen te slag Hoe bang soumen dan zien ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7913.s.1	laten ik daar mede begaeh .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7933.s.1	hebben spijtmen in ik harden die ickt uw hebben gheraen : wan zo het blad ommeslaat , datmen uw komen te kennen Of enig bordeel-brock zijn hand komen te schenden Aan uw persoon , of goed , uw Vader zij ik straffen doel geselen , om die ik die snood raad uw geven : ook wroecht ik hebben gemoed aan deze schelmerij .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.1	Wel , zijn die schelmerij , datmen die vals prije doen hoer een bedriecht ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.2	hoe slechtjes sydy nog , En siedy niet hoe zijde steeds omgaan mede bedroch ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.3	Wat lief en zoet gelaten die zijde aan ieder toon ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.4	En hoe zijde nog in't lest zij lief liefje loon ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.5	die weten en sietmen wel aan Jan rap en zijn maat , En aande ghene die treck-beenen bij doen straat .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.6	En an sommige man die haar vrouwtjes bederven In voegen die zijde zijn ellendich nog sterven !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.7	Wat zijn doen hoer meer alles venijn voor doen jeugd En put de bederfs , en pest vinden doen deugd ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.8	ik achten doen manna wel groots die haarlie vinden ghelijcken mede vuilheid en bedroch kunnen schandelijk uitstrijken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.9	En of te kwaad komen , dat helen kwalijk voeren ; Wat souwmen zeggen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7967.s.10	niet , ik weten wel'tis een hoer zijde moeten doen jonkman eest een aanzien uitstrijken die hij rechtvaardelijck hij dus hebben moet wreken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7972.s.1	Indien gij zo besluit ik zullen uw behulpich zijn : mare liggen doch naderhand doen schuld dan niet op ik .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7977.s.1	Neen ik verzekeren uw , ik wild , volgen ik ghebieden .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7981.s.1	Wel als uw zo ghevalt uw wil zullen gheschieden .	None
bred001moor01_01.TEI.2.text.body.div.div.p.7983.s.1	einde vinden hebben tweede bedrijf .	None
bred001moor01_01.TEI.2.text.body.div.div.head.7989.s.1	hebben derde delen , hebben eerst uitkomen .	None
bred001moor01_01.TEI.2.text.body.div.div.stage.7994.s.1	Roemert , kakkerlak , Koenraat , en doen stom moors Writsart	None
bred001moor01_01.TEI.2.text.body.div.div.sp.speaker.7996.s.1	roemert	None
bred001moor01_01.TEI.2.text.body.div.div.sp.7998.s.1	mare zeker zijn zijn , bedanckte zijde ik zeer ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8002.s.1	geweldig !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8006.s.1	Wat sechdy was wel in zij schikken ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8017.s.1	Ja Heer !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8017.s.2	Dan doch zo zeer niet om die zeer schoon schenckagie , alles om dat zij wereld schenken vinden zo groot personage !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8017.s.3	En die zijn het eest daar zijde zij hoog moed op draacht .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8029.s.1	ik zullen lid op ik tijd misschien of hebben zo slaacht , die ik mogen an Moyaal deze ik Mooriske schenk : Dan zien de Hopman daar , hij zullen liggen erg denken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8038.s.1	Ja die gratie hebben ik ; die al wat ik beginnen die hebben een aard , zo die ik over al welkom binnen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8042.s.1	alles gei wat brengen denken ik , dats ik genoech bekennen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8055.s.1	Daarom zeggen de hartig : Hopman gij zijn excellent !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8055.s.2	En hij bedanken ik stag om die ik zo kunnen leven .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8055.s.3	zonder die , hij hadme doen Kornet niet ghegheven .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8077.s.1	nul die geloof ik wel , gij verwerven door uw geest En door uw groots verstand die elk uw eren en vrezen , het zijn wonder hoe die gei mede wijsheid en mede rijden , En woord schonen pronken uw zaak kunde bekleden , hebben volk zijn verbaasd wanneer gij kikken of bremt , En wat gij een verzoeken wereld straks uw toestemmen ; gij kracht meer door uw tong , en geesticheyt bescheiden , alles and're mede zij dienst en bloedig arrebeyden .	Worry_Emotion
bred001moor01_01.TEI.2.text.body.div.div.sp.8084.s.1	het zijn doen fijn waarheid .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8091.s.1	zijn hoogheid bruyckt uw raad , Om die ghy't rechte vinden het land zo wonderlijk verstaan .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8097.s.1	Wel bescheyelijck .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.8101.s.1	hij mos hebben oog zeer op uw houden .	None
