vos_002kluc01_01.TEI.2.text.body.div.head.115.s.1	Klucht van Oene .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.32	Die wel ier efalieert waeren / toonden an de duivel heur quietancies : maar ze waeren van pampier / En dat is in de hel eeveliens as bossekruidt by vier : Daerom brocht ' er de duivel by de beurzesnyers in et kot van de dieven .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.33	De quaksalvers en pokmiesters quaamen ' er mit ' er bezeegelde brieven : Maar Lucifar zeyde / brengtze in 't verneis by de moordenaars / an ien kant / En laetze daer eens zien of ' er zalf ook goedt is veur de helsche brandt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.34	Toen zag ik ien diel menschen mit zwarte handen / wat hebben deuze gasten / vraagde ik / edaen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.35	Wil jy et weeten / zey de duivel / zoo luyster / ik zel et jou vertellen gaen : Dit binnen verwers / die mit bestelling van koopluy binnens huis vrybuiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.36	Deuze dieven wisten de zijd / deur schors water bol te maken ; ja hiel te ontsluiten : Dan begootenze de draeden met sop van vijlsel / en slijp / en aar swaer goet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.37	Daer nae leideze de strengen in 't sap van gal / en alluin / datze weer dicht in menkaer doet ; As dat edaen was / raakte de zijd in de verf / dieze zoo wel tot lijm / as glans verstrekte ; ja door zulk een pleegen / Deenze drieverendiel zijd / over de vijfverendiel weegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.38	Mit dat hy dit vertelt hadt / greep hy ' er ien paar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.39	En bondze de handen boven / en de voeten onder aan menkaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.40	Toen sloeg hy de handen om ien pen die in ien groote pael stak / en begonze mit de kravielstok zoo elements te wringen !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.41	Dat ' er et bloedt zoo uitsprong / of men de verf uit de zijd sag springen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.42	Hoe mach jy heur zulk ien pijn doen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.43	zeyd ' ik / ze hebben 't edaen deur heur miesters last .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.44	Heur miesters / sey de duivel / lyen zoo wel as zy : want ze hangen elk an ien zijde bast ; En zooze daer vierentwintich uren an kunnen hangen / zonder dat de strenge breeken / Zoo binnenze allegaer vry , mit wees hy waerze hingen ; maar ik had nau om ekeeken / Of ik zag'er wel tien dozijn veur heur stroppen druipen in ien ketel vol ziedent water / die ' er recht onder ezet was : Daer moesten zy zoo lang kooken totze twee vijfde parte minder woogen / jae zoo net of et ewet was .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.45	De Boekverkoopers die Bybels uithangen en aare giestelijke zinnen / Al is 't dat ' er in ' er winkels niet as Bybels van twieenvijftigh bladen binnen ; En boeken van Reyntje de Vos / dat schalkedier / Worden ' er allegaar / in Belzebuyx quartier / Tot blanketstel emaakt ; want as de duivel ien Engel wil lijken / Zoo gaet hy hum mit ' et blanketstel van zulke schijnheylige Boekverkoopers bestrijken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.46	Zoo dat ' er niet in de Hel is / of ' et komt de duivel noch te pas .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.47	De Lakenverkoopers / die ' et laken ien zestepart langer rekten as ' et was / Worden ' er erekt / dat al watze an ' et lijf hadden begon te tornen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.48	Wy zelle jou / zey de duivel / ' et lake te rekke wel drae uit kornen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.49	En ze begonneze mit kaerten van naelden en spelden te reuwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.50	ze riepe ; help !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.51	help !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.53	Wees jy slechts te vreen / zey de duivel / ly jy wat pijn / jou kijeren gaen weer in 't felp .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.54	De maakelaars / die met liegen en bedriegen aan de kost raaken / Ja die ' er zelf tot koop-luy / en de koopluy tot maakelaars maaken / Worden z'er aan de koopluy / haar falieerde miesters eschaft / Dieze / tot wraak / het vel van de leden stroopte ; En tot mier pijns / in ien bak vol pekel doopte .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.55	Zy vloekten / en knarsten op ' er tanden van ongedult .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.56	Och !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.57	och !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.59	riepenze / dat jy efalieert bint dat is jou eygen schult ; Want ien Koopman / die hum van ien Maakelaar laet beleezen / Die wil / spijt zijn eigen zelf / ien maakelaar weezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.60	Ik docht de maakelaars liegen 't niet / al kanneze 't wel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.61	Dan Schouten / van Diefleyers / en Luyzevangers grimmeldent in de Hel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.62	Het volk dat niet van goedt doen of van de Kerk mach hooren spreeken / Sitten ' er allegaer op hekels / en hooren ' er de duyvel de passy preeken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.63	De koorendragers die zoo leuy binnen dat ' er 't hiele lant van waegt / Worden de hoorens op 't hoekje van den Hel / dicht aan 't Hooft of ezaegt : Want ze zouwen aars niet wel deur de poort kunnen raaken ; En van de takken / zach ik de duivels hechten tot moortprieme maaken / En dobbel-stienen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.64	ik docht dit goddelooze zaedt / Dient de duivel / zoo wel nouwze doot binnen / as toenze leefde / tot allerhande quaet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.65	Toen kreeg ik honger .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.66	beginje honger te krijgen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.67	zey de duivel / Zoo zel ik jou wel ien Advokaat aan 't spijt rijgen : want wy hebben aars gien zuivel : Die elardeert is met ien thien of en twintigh Procureurs / En bedropen hum mit ' et vet van ien diel Soliciteurs / Terwijl hy veur ien vyer van Deurwaarders word ebraden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.68	Neen / zeyd ik / dat is Heyntje-mans kost / daer meugje jou zelf mee verzaden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.69	Ten lesten kreeg ik achterlast / en ik bin deur hulp van de duivel op et helsche sekreet eraakt ; Hier vondt ik al de Pasquillen die deur ien diel kreupele rijmertjes tot schemp van Vos waren emaakt ; Ik wouze opraapen : Maar de droes wou de bunse vodden / zeide hy / niet missen : Want de duivel gebruikte deuze pasquillen in plaats van mosselschulpen / om zen eierkurf mee te wissen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.70	Al was 't dat ik ien inktpot / of ien inktkoker had / Die zo groot was as het Heydelbergse Wijnvat / Daer negen hondert en sestigh Amen Wijn in kennen / Daer toe driemaal zoo veul / ja viermaal zoo veul schrijfpennen As spiessen in 't leger van den Oversten kluyt / En dat elk zoo groot was / as de groote mast op 't Schip van Sinte Reynuyt / Daer de Stuyrman zen hut en de Kok zen kombuys in maakten / Die zoo hoogh was datze mit de Mars aan den Hemel raakten / En dat ik dan ien Boek had zo groot as de Spaensche Zee in 't ront / Noch zou ik niet half kunnen schrijven / wat dat ik in den Hel al vont .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.592.s.1	Wie daer ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.595.s.1	Goeden dag speciaal .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.599.s.1	Hier zoo gien mier te snakken / Of ik doe jou de broek tot opje hiele zakken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.602.s.1	Bin jy de Toovenaar / om wie dat ik hier kom ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.607.s.1	Ik gae in 't naarst der nacht met Lucifer voor mom / Op Belzebuyx banket / met sleep van zwarte Saters / En dansser op 't gelol van Katten en van Katers .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.610.s.1	Wat binje dan voor ien ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.614.s.1	Ik woon onder dit gewelf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.614.s.2	Nachtmerry is men naam .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.614.s.3	ik ben de Weerwolf zelf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.617.s.1	Wat kanje veur kunsten ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.1	Ik kan de woeste en dunne winden Trots et Noorts en Lapsche Volk in leere zakken / en in oope netten binden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.2	As ik men aanzicht slechts iens met duivels drek bekladt / Verander ik in ien Mieuw / of in ien Vliermuis / of in ien zwarte Kat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.3	Ik doe de menschen / as et me slechts lust / al doet et menig gruwen / Pampier / hair / kalk / stien / kooten / knikkers / neutedoppen / naelden en spelden spuwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.4	Jy meugt me vry bekijken : ik kan allien deur men groot verstandt / De kost / asze op de tafel staet / veranderen in zandt ; Ja spijt Aecht zonder ziel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.5	ik ry by nacht en dag an alle oorden Op ien Bok mit drie bienen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.6	ik heb / deur de kracht van toover woorden / De jongste zeun van geile Aagt / al dunkt et elk ien hiel vremt / Verandert in ien luis / en deedt hum / in die gedaente / in et hemdt / En op et moeder naakte lijf van Marry Naerjes koomen ; Die hy / in ien luize schijn / heur eerbaarheidt et ontnoomen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.636.s.7	Ik heb Juffrouw Snottebels doen kijken in den spiegel glas / Dat Harmen Fielebaert heur toegezeide Vryer was .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.640.s.1	As jy alle ding zoo kunstigh weet te kuipen / Kan jy dan wel deur et oog van ien naeld / of deur et gat van ien klinksnoer kruipen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.643.s.1	Dat is men slechste kunst / dat kan wel strakx geschien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.646.s.1	Kanje dan wel Brandewijn of Soetemelk tappen uit ien straet-stien ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.649.s.1	Ik kan wel mit ien stroo 't hooft van jou schouwren snyen /	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.652.s.1	Kanje dan wel / as ien Kolrijster / op ien beuzemstok uit de schoorstien ryen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.655.s.1	Ik heb noch gistre nacht evlogen as ien kray .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.658.s.1	Kanje dan wel ien weegluys doen klappen as ien Papegay ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.661.s.1	Geen dingen bin zoo vreemt of ik weetse te klaaren .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.666.s.1	Kanje dan wel in ien Eysdop of in ien Mosselschulp na Oost-Inje vaaren / Mit ien zeyl van ien spinweb / en stuuren mit ien naelt in plaats van ien roer ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.666.s.2	Weetje wel dat men wijf niet poortvast is / wel te verstaen ien Hoer ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.669.s.1	Staa ierst in deuze kring / ik zel'er iens na leezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.670.s.1	Ritsaart zet Oene in een ring van Bossekruit , en begint te toveren .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.1	Twie schinkels mit ien klaeuw / wat pokken zel dit weezen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.2	Drie hoorens mit ien koot !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.3	vijf krieken mit ien kars !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.4	't Is de nikkers kraemery / hy loopt mit Heyntje-mans Mars .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.5	Hy preutelt binnens monds / ay hoor !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.676.s.6	hoe langer / hoe rasser .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.687.s.1	He , Sa , vo , been marketroy , kom poesme de krasser .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.687.s.2	Oksius , Koksius , Noksius , Poksius , Homenus , Domenus , Bomenus , Romenus , Arius , Darius , Blarius , Larius , Voort wat ' er wort bestiert door 't loopen der Planeeten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.690.s.1	Voorzeeker et deuze man et Latijn mit pollepels egeeten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.694.s.1	Inquam koenat , Rekoolatt , katan , Extra , struynalibol .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.697.s.1	Hoo / hoo / praetje van struif ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.697.s.2	ik drukje wel ien baly vol .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.700.s.1	Belzibuik , Lucifer , Pollepel , Schuimpaen , komt alles in perzibel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.703.s.1	Daer leest hy et Duivels paternoster uit Heintjemans Bybel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.706.s.1	Firlementis , Swijnentis , Schoeschentis lagardefrooy .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.709.s.1	Die tarm is eraapt uit Sinte Pieters palsrok uit de darde ploy .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.712.s.1	Rijst onder aerds gespuis / en laet op aerd jou luimen zien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.715.s.1	By men zieter nae / hy et de Droes betovert mit ien pruimestien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.720.s.1	Oliman , Soliman , Foliman , Boliman , Alius , Falius , Malius , Salius , Mikkeran , Likkeran , Wikkeran , Nikkeran .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.723.s.1	Hy praet van de Nikker / zou d'aere man wel van huis weezen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.726.s.1	Rep van gien aere man / of jy meugt wel voor de Nikker vreezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.730.s.1	Dat liege Latijn was / hy was nae men verstant / De allergelierste Doctoor in 't hiele Landt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.733.s.1	Waer blijft de Droes van Delft ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.737.s.1	Dat komt zeeker schrander .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.737.s.2	De Duivel van Delft is dat niet ien gebooren Hollander ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.740.s.1	Wat zegje daer jou guit ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.743.s.1	Ik vraegje nae men vrou .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.753.s.1	Nae dat ik hier bevijn zoo isse jou hiel trou : Maar om et recht bescheit / zoo maakter ierst jou werk of / Om over ien klein vuur te gaen op et Zuyer kerkhof ; Daer zelje dicht an et dak ien diepe horn zien / En in die zelfde horn / is ien betoverde stien / Die jou as jy ze draegt in et wezen zel vervormen / Dan die jou echte wijf bywijle komt bestormen : Siet dan of Fijtje jou / of Ritsaart et bemint .	Emotion_Love
vos_002kluc01_01.TEI.2.text.body.div.div.sp.756.s.1	Hoe kom ik by de horn ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.756.s.2	dat dien wel ierst verzint .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.769.s.1	Op et Zuyer kerkhof / daer bin ses ouwe Sarken / Die eertijdts bin ebracht uit et Rijk van Denemarken : Elk mit ien grafgedicht / daer ien Hoogduits Poeet / Wel zeuvendallef jaar zen hersens op versleet ; Die moetje nae malkander eerbiedelijken leezen : Dan zelje in ien mand / die daer geriet zel weezen / Al prevelende treen / en spreeken dit rondeel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.769.s.2	Oriza , Lambatiza , Schoenmiza , Koekernotes , Koekernoteel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.769.s.3	Zoo drae en is die spreuk niet aen menkaer eschakelt / Of jy wordt met de mand / tot aen et dak etakelt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.773.s.1	Schoon datmen van Dokter Faustus wel ien groot wonder zag / Zoo is hy by jou niet mier as ien beest by ien donderslag .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.778.s.1	Kom smeertje mit dit gruis / ewijt door men Sermony / Zoo krijgje in der yl ien zwarte duivels trony ; Want zonder die gedaant is al jou doen onwis .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.781.s.1	Ik wou wel datje zey waer van dat et emaakt is .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.798.s.1	In 't lest van ' et veurjaar / heb ik in 't ierst van ' et naejaar gaen zoeken / Ien hiel half lood koutwaremis / ekleinst door natte droogdoeken : Ien versche pekelharing / ien zoute stokvis / Ien Jonge Ouwevaar / as ' er noch gien in et hok is : Dit heb ik in de nacht mit reuzel van koorstengen / Mit et dreunen van ien veest / en poddewol gaen mengen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.798.s.2	Toen nam ik tot behulp / de lever van ien pijl / De nieren van ien zark / de longen van ien bijl / Et sap van ien waterpot / ebruykt van Juffrou slakpoel : Et hoofd ' van ien ronde klos / en 't merrigh uit ien kakstoel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.798.s.3	Dit heb ik mit menkaar in ien mortier van glas / Mit iene apesteert / ehaelt uit ' et hels moeras / Tot pollever estamt / mit ' et niervet van ien netel : Toen heb ik ' et ekookt / in ien pampiere ketel / Over ien vyer van ys .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.801.s.1	Kom smeertet ' er maar an .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.805.s.1	Nou ik jou aansicht bestrijk / Wordt jy de Duivel self in alle ding gelijk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.808.s.1	Zooje kunst goet is / zel ikje iens te bier noon in de berg van weelde .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.812.s.1	Mit goe luy is goed doen ( zey de koster ) en hy ontkliede de beelden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.812.s.2	't Is tijt voor jou te gaen / de Droes toont hum aars gram .	Emotion_Anger
vos_002kluc01_01.TEI.2.text.body.div.div.sp.815.s.1	Dat is ien kleinigheyt / ik wou wel dat hy quam .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.818.s.1	Wel binjer op belust / hy zelje zelf bejegenen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.821.s.1	Ja alle ding is meuglijk / maar ' et wil gien gelt regenen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.825.s.1	He , ho onsikokx Kalandarina , Le , bo , bonsibokx , malandarina Ronsikfokx .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.829.s.1	Wil ik jou wat zeggen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.829.s.2	Reintje de Vos sprak in latijn / Dat de allergelierste de wijste niet zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.832.s.1	Twijffel niet an men wijsheidt / men kanze uit men groote baert leezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.835.s.1	Zoo de wijsheidt in ien groote baert zit / zoo moeten de bokken hiel wijs weezen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.838.s.1	Kom flucx uit et Vegevyer mit jou beroeste piek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.841.s.1	As de duivel sterft zal de nikker komen : maar hy is noch niet ziek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.844.s.1	In dit bladt moet ik zien waer dat ik hum zel vinnen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.847.s.1	Sie achter in men Allemanak / hoe veel daagen dat ' er in ien maant binnen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.850.s.1	Me dunkt het hels gebroet dat moet noch veer van hier zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.853.s.1	Ik deink datze allegaar in Noves kroeg te bier zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.854.s.1	Ritsaart steekt ' et Boskruit aan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.857.s.1	Hier komt de Duivel zelf vol ysselijke flikkers .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.860.s.1	O doot !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.860.s.2	de Duivel komt mit hondert duizent nikkers .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.865.s.1	Ik zel hum vervolgen om te zien hoe veer dat hy zen baert het ; Want hy loopt als ien hondt / die een kneppel an zen staert het .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.866.s.1	Foppe .	None
vos_002kluc01_01.TEI.2.text.body.div.div.stage.866.s.2	Iuriaan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.869.s.1	Rijst uit den slaep / den dag die naakt / vier et de klok .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.873.s.1	Is loogenachtige Mary deur de Solder evallen / en et zer niet zier edaen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.873.s.2	Hoe pokken kan dat weezen / dat kan ikme niet verstaen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.speaker.874.s.1	Ieur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.876.s.1	Doetje dat zulken wonder ?	Emotion_Wonder
vos_002kluc01_01.TEI.2.text.body.div.div.sp.speaker.877.s.1	Fop .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.879.s.1	Wel jae 't .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.890.s.1	Wil ikje wat seggen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.890.s.2	Daer ien Labbekak zet ballen daer komt de duivel ierst ien kussen leggen : Want ien Labbekak kan hem niet ontgaen asje zelf wel weet / En zo lang asze hier leeft doetze Janalleman leet / En die leet geschiet / wilt dikwils mit wreeken betaalen / Dan et de Duivel actie om de Labbekak en wreeker te haalen : Dat is ien dubbelt vetje / dan is 't Kermes in de Hel : O daer ien Labbekak in de buurt woont / dat komt de Duivel zo wel !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.890.s.3	Hy behoeft nergens voor te zorgen / ze kan de helsche akker zelf wel ploegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.893.s.1	Kom gaenwe om ien zoopje / in ien van dese kroegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.1	Ier ik op et kerkhof gae / moet ik me mit Monseur likpotje zalven .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.2	Ameraal / Generaal van alle roodneuzen / en nuchtere kalven : Veldtmaarschalk van Lootgieters / van Leidekkers / van Pelssers / van Wevers en Schreurs : Sergjant Majeur van timmerluy / van metzelaars / van smits en aare Kitte-breurs : Geweldige Provoost van Robijnen / van Diamanten / van Korbonkelen / en etterige puisten : Kornel van Schiateka / van Podegra / van Chiragra / van schuddende hoofden / en bevende vuisten : Euverman van et Turfdragers / van ' et Bierdragers / van ' et Waegdragers / en ' et Koorendraagers Convent : Secretaris van ' et Wagenaars / van ' et Schuiteboers / van ' et Sleepers / en Kruyers Parlement : Bybel en Categismus van Diefleyers / van Brillekraamers / van dobbelaars en zangers : Eenige leer en troost van Quakzalvers / van Schoorstienveegers / van Beersteekers en Rottevangers : O Ferheer !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.3	O Luytersche Sendbrief / nae de Confessi van Augsborgh : O Lubek !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.4	o Rostik !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.5	o Bruynswijk !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.6	o Bredaal !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.7	o Rotterdam !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.8	o gatje bol !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.9	o hertje zonder zorg !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.10	Poortier en Kamerling van zoo veul Vrouwen ' er slooten !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.11	O Goud en Zilver-smit / die de Waerdinnen haar Ringen en sleutelreexen doet vergrooten !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.12	O Seun van Bytebier / die hy by dronke Stijn hadt !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.13	Dan Pater Kitte-breur edoopt in 't Heydelbergsche Wijnvat : Daer Sinjeur Pakkebier hum as jou Peet vertoonden / Die jou zoo rijkelijk tot Pillegelt beloonden / Mit Salm / mit raf / mit rekeling / mit krabben / mit garnalen / en mit kruydige worst / Mit Kappers / mit Olyven / mit Anssioves / mit Kavejaer / al kost veur ien zwelgzieke borst : Leef hondert duyzent jaar / ja twie hondert duyzent jaar / natgierige keeletrooster .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.14	O Munnik !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.15	ô Knunnik !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.16	ô Pater !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.17	ô Mater !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.18	Van Sinte Bacchus Klooster .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.19	Dat smaaktme / dat raaktme an et hart : niet ien druppel selme ontslippen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.20	Mijn buik staet espanne / men zou ' er ien Olyfant op doodt knippen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.21	Hier is de ierste Zark .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.22	Hier leit hy die het spijt dat hem de doodt verriedt : Noch meerder spijt het hem dat hy zijn geldt verliet : Wat of dees Woekeraar het allermeest mach spijten ?	Emotion_Sadness
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.23	Dat hem de wurmen 't vleis om niet van 't been af byten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.1016.s.24	Die Woekeraar et zoo gierig eweest as de Vaar van onze Joost en meidt : Want die is zoo gierig dat et hem spijt dat hy om niet Godt helpje zeidt .	None
