rivi001vero01_01.TEI.2.text.body.div.head.230.s.1	De verovering van den Briel , Of grondlegging der Batavische vryheid .	None
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.7	Wy geeven tot beraaden Alleen twee uuren tyds ; want zoo alsdan 't besluit Nog weiffelbaar mogt zyn , zal deeze Stad ten buit Voor myn Soldaaten en myn moedig Zeevolk weezen ; Doch zoo men ons ontvangt heeft niemand iets te vreezen .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.811.s.1	Duiven voorde , na den Edelman , door hem medegebragt , stil gesproken te bebben .	None
rivi001vero01_01.TEI.2.text.body.div.sp.813.s.1	Wy gaan en doen terstond van uwen eisch verslag .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.814.s.1	Tweede tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.837.s.1	Ga , vander Hoeve , zorg , voor 't einde van deez ' dag , Dat Spiegel , Kabeljaauw , van Dorp , van Everdingen , Ruikhaver , Duivel , Daam en Graaf , de Stad omringen ; Doch enkel maar van verre ; om 't Krygsvolk zoo 't behoord Te voeren aan den wal op 't eerst gegeeven woord .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.837.s.2	Gy , Entes , geef terwyl de Schepen zulk een legging Die dienstig zy om ons , terstond , op de eischontzegging , Te sterken met Kanon , zoo 't op een stormen gaat , Waarvan ik alle zorg aan Brand en Jelmer laat , Daar Franssen en de Goede al 't noodig tuig ontschepen , Dat Steltman en Merouws bevelen zal te sleepen Waar 't Robol en Gilain het allernuttigste acht , Ten aanloop op den muur ; om , met d'aanstaanden nacht , In spyt van 't Raadsbesluit , de Stad te kunnen winnen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.stage.826.s.1	Een Edelman binnen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.842.s.1	Geen weigring van dien Raad vermeesterd onze zinnen , Noch zal ons wanklen doen na gy den storm gebiedt .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.847.s.1	De zwakke Burgery , zal , eer zulks eens geschiedt , Wen zy dien toestel merkt , de Noordpoort straks ontsluiten .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.854.s.1	Wie lust tot vluchten heeft , ga door de Zuid poortbuiten , Tot dat men eindelyk het vliên beletten kan ; Dus wordt de Vesting zwak en gansch ontleedigd van De zulken , die , gestuit , ons zouden wederstreeven .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.858.s.1	Wy gaan , Mynheer , om acht op uw bevel te geeven .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.862.s.1	vander Mark , Treslong , de Ryk .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.870.s.1	't Zal niet ondienstig zyn dat gy den Veerman spreekt ; Wy hooren ligt van hem wat binnen meest ontbreekt , En ons voordeeligst is , zoo men de storm moet waagen , En aan wat kant des muurs men 't stormtuig dient te draagen : Hy wagt op uwen last en blyft van verre staan .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.874.s.1	Maar zou ik op zyn reên wel zeker durven gaan ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.881.s.1	Ja ; hy is Geus in 't hart : hy zal ons niet bedriegen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.881.s.2	Hy 's een rondborstig man , die ons niet voor zal liegen : Ik heb , in vroeger tyd , hem wel iets meêr betrouwd .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.886.s.1	Dat hy dan nader kome , en ons in het kort ontvouwt Hoe 't alles binnen staat , en wat hy heeft vernomen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.889.s.1	Treslong , Koppestok werkende .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.891.s.1	Treê toe .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.891.s.2	Gy moogt by ons , als uwe Vrienden , komen .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.895.s.1	Vander Mark , Treslong , de Ryk .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.895.s.2	Kopperstok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.898.s.1	vander Mark , tegen Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.902.s.1	Gy deedt uw boodschap wel , en hieldt getrouw uw woord ; Maar hebt gy uit den mond der Heeren niets gehoord Dat ons tot nut kan zyn ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.906.s.1	Dat zou wel konnen weezen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.910.s.1	Hoe vond gy 't in den Raad ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.924.s.1	In siddring en in vreezen .	Fear_Emotion_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.div.sp.924.s.2	De Raad was op 't Stadhuis vergaderd , toen ik daar Verscheen , en elks gezicht !	Fear_BodyPart_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.div.sp.924.s.3	stond angstig , bang en naar .	Fear_HeavyHeartedness_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.924.s.4	Ik opende eerst den last , door u my opgelegen , En moest toen buiten staan .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.924.s.5	Na alles te overwegen Deed Nikker my de vraag , hoe sterk van volk gy waart ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.924.s.6	Ik zei ' , vyfduizend man ; waardoor den Raad , vervaard , Twee Heeren met my zondt , die gy reeds hebt gesprooken .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.927.s.2	glimlagchende .	Joy_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.div.sp.929.s.1	Gy hebt zeer wel gezegd .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.932.s.1	de Ryk , lagchende .	Joy_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.div.sp.935.s.1	Hoe heeft hy toch gerooken , Ons Krygsvolks juist getal ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.935.s.2	hoe wist hy 't zoo naby ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.938.s.1	Treslong , tegen Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.940.s.1	Uw gissing was niet kwaad .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.940.s.2	Wat zegt de Burgery ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.950.s.1	By veelen wekt gy vreugd , by weinigen , daar tegen , Verdriet : het Kloostervolk is u meest ongenegen : De Geestlykheid schynt my het allerminst gesticht ; Zy roepen van den eed , van Kerkdienst en van pligt , Van Alva , Koning , Graaf , en van zich streng te wreeken Aan Ketter en aan Geus !	Joy_Emotion_Sadness
rivi001vero01_01.TEI.2.text.body.div.div.sp.950.s.2	terwyl 't Gemeen dat preeken Door gaans slaat in den wind en naar verlossing haakt .	Emotion_Desire
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.953.s.1	Vander Mark , tegen Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.956.s.1	Ga weder naar de Stad : gy zyt zoo wel bespraakt Dat gy daar meerder volk in ons belang kunt trekken .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.959.s.1	Koppestok , met levendigheid .	Joy_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.div.sp.962.s.1	Oranje , is 't woord ; die naam zal hulp voor u verwekken En maaken dat gy daar haast meester worden zult .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.968.s.1	Vander Mark	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.971.s.1	De Geestlykheid draagt meest van al het kwaad de schuld ; Ik heb dit meêr gezegd , en 't is genoeg beweezen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.990.s.1	Wy moeten niet te diep in haaren handel leezen , Maar de Religietwist vermyden waar men kan .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.990.s.2	Wy moogen in 't geheim wel lagchen met den Ban Van Bisschop en van Paus ; maar om de Pausgezinden , In Vryheidslust , aan ons en ons belang te hinden , Dient de ergernis geweert ; zoo wy dus werkzaam zyn Zal onzen arbeid meêr gedyën : dit venyn Der tweespalt , om 't Geloof , verdeeldt de Nederlanden ; Daar de afkeer van 't gewigt der ketenen en banden Behoorden één te zyn in 't Nederlands gemoed , Dat ziel - noch lichaamsdwang nooit slaafsche hulde doet , En spoedig ééns zal zyn in hem van hier te dryven , Zoo men slechts ieder laat in zyn gevoelen blyven , En niet meêr tergen zal door schelden of geraas , 't Recht kenmerk van een ' zot , en teeken van een ' dwaas .	Emotion_EmotionalAction_Hatred_Disgust_Anger_Annoyance
rivi001vero01_01.TEI.2.text.body.div.div.sp.1003.s.1	En echter zien wy hen , die de Eendracht moesten voeden , De scheuring koesteren en 't allerhevigst woeden ; Daar 't Geestelyk gezag de Spanjaards voor zal staan , Tot deezen ook de hand aan hunne goedren slaan ; Want naauwlyks zullen daar de Kerken iets door lyden , Of daadlyk zal hun tong de Spanjaard ook bestryden , En zelfs verketteren , gelyk aan ons geschiedt : Wie op hun Kerklyk , ja , terstond geen , amen , biedt , Iets hunner goedren eischt , of 't minst durft tegenspreeken , Wordt lasterlyk gegispt en schandlyk doorgestreeken .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.1007.s.1	Vander Mark , Treslong , de Ryk , Koppettok , Rochus .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1013.s.1	Ik , die op uw bevel iets uittevoeren dacht , Ben deeze Vriend ontmoet en heb hem hier gebragt ; Hy weet hoe 't in de Stad zich schikt naar u genoegen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1016.s.1	Vander Mark , tegen Rochus .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1018.s.1	Wat nieuws brengt gy van daar ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1020.s.1	Rochus .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1032.s.1	Mynheer , de Burgers voegen Zich , voor uw zaak , byeen , verlangende dat gy Hen rasch verlossen zult van Alvaas tyranny .	Emotion_Desire
rivi001vero01_01.TEI.2.text.body.div.div.sp.1032.s.2	De Stadsregeerderen , voor u op 't hoogst verlegen , Zyn raadloos en verbaast .	Fear_Emotion_Awe_Wonder_Despair
rivi001vero01_01.TEI.2.text.body.div.div.sp.1032.s.3	Die Spanje zyn genegen Verzaamlen 't kostlykst goed by hunn ' gereedsten schat , Op Wagen , Kar , of Sleê , waarmeê zy onze Stad Ontruimen ; zoo dat gy geen tegenweer zult vinden : De Vesting wordt ontbloot van Paus - en Spaansgezinden , En de allerbittersten zyn reeds de Zuidpoort uit .	Emotion_Benevolence
rivi001vero01_01.TEI.2.text.body.div.div.sp.1047.s.1	't Wordt tyd , Treslong , dat gy het verder vluchten stuit ; Wien gy het waardig keurt kunt gy myn gunst belooven ; Doch die niet blyven wil , moet gy zyn goedren rooven , En leedig laaten gaan waar 't hem behaagen zal .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1047.s.2	Laat vyfentwintig man u volgen langs den wal , En voorts de Zuidpoort in ; ligt houdt men haar nog open Na de uuren van beraad en uitstel zyn verloopen ; Maar wordt u zulks belet , door 't sluiten deezer Poort , Verzoek de ontsluiting dan ; doch zoo men u niet hoort , Gebruik dan vry geweld , doet haare deuren breeken , Of daar , door Pek en Rys en Stroo , den brand in steeken , Tot gy eene oopning vindt tot straf der Geestlykheid .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.1049.s.1	Zevende tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.1051.s.1	Vander Mark , de Ryk , Koppestok , Rochus .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1054.s.1	Vander Mark , tegens Koppestok en Rochus , zyne reden vervolgende .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1063.s.1	Myn Vrienden , ik bedank u beiden voor 't beleidt , En voor uw ' goeden dienst aan 't Vaderland beweezen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1063.s.2	Keert naar den Briel , tracht daar de Burgers te beleezen Tot ons belang , en wy , wy zullen uwe trouw Vergelden ; ja , gy zult , wanneer dit Staatsgebouw Zal op zyn grondvest staan , alsdan den roem ook draagen , Dat gy daar de eerste hand , met ons , hebt aangeslaagen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1067.s.1	Ik twyffel niet , Mynheer , of alles zal wel gaan .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1072.s.1	Kom , Rochus , laaten wy de Stedelingen raân , In spyt van die 't mishaagt , Oranjes volk te styven .	Emotion_Disgust
rivi001vero01_01.TEI.2.text.body.div.div.head.1074.s.1	Agtste tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.1076.s.1	Vander Mark , de Ryk .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1088.s.1	Wy moeten nu vooral niet langer leedig blyven , Maar aan de Noordpoort ook het Krygsvolk naadren doen , Om allen wederstand , van binnen , te verhoên : Twee uuren zyn aldaar slechts tot beraad gegeeven , Doch niet ter wapening , om ons te wederstreeven .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1088.s.2	Dat de aanval deezer zyde aan Robol word ' belast , Terwyl Treslong de Stad aan d ' andren kant verrascht .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.stage.1087.s.1	Einde des Tweeden Bedryfs .	None
rivi001vero01_01.TEI.2.text.body.div.head.1092.s.1	Derde bedryf .	None
rivi001vero01_01.TEI.2.text.body.div.stage.1095.s.1	Elizabeth , Frederik , Maria .	None
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.1097.s.1	Frederik .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1104.s.1	Zeg , Moeder , hoe zal 't gaan hier blyft geen uitkomst open !	None
rivi001vero01_01.TEI.2.text.body.div.sp.1104.s.2	De Zuid poort is reeds digt ; wy kunnen 't niet ontloopen ; De Watergeuzen staan ' er voor , is my gezegd !	None
rivi001vero01_01.TEI.2.text.body.div.sp.1104.s.3	De Heeren deezer Stad doen waarlyk al te slecht Dat wilde volk alhier aan Land te laaten komen : Waarom zulks niet belet ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.1106.s.1	Elizabeth .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1109.s.1	Hoe word dat ondernomen ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.1109.s.2	Och !	None
rivi001vero01_01.TEI.2.text.body.div.sp.1109.s.3	hun gebied heeft uit en geldt hier thans niet meêr .	None
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.1111.s.1	Maria .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1113.s.1	Dat moet wel gelden .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1119.s.1	Neen , de Geuzen zyn te zeer Verbittert , te verwoedt , belust op 't beeldenbreeken , En heet op Kerkenroof .	Emotion_BodilyProcess_Anger_Spitefulness
rivi001vero01_01.TEI.2.text.body.div.sp.1124.s.1	Als zy zich daar op wreeken , Geraaken wy best vry .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1132.s.1	De Geestlykheid , myn Zoon , Werdt meest door hen geplaagd , met onverdraagbren hoon .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1132.s.2	Geen heilig misgewaad zal onze Priesters dekken ; Geen Klooster kan voortaan tot eene wykplaats strekken ; Geen Monnik , Klop nog Non zyn voor hun plondring vry .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1138.s.1	Waar blyft Oranje dan ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.1138.s.2	hebt gy niet zelve aan my Verzekerd en beloofd dat hy ons zal bevryden ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.1142.s.1	Het zyn de Geuzen , kind , die voor Oranje stryden .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1146.s.1	Waar vreezen wy dan voor ?	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.sp.1150.s.1	De Prins is immers goed ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.1154.s.1	ô Ja !	None
rivi001vero01_01.TEI.2.text.body.div.sp.1154.s.2	maar vander Mark en Entes zyn verwoed ' .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1158.s.1	Zyn zy vergramd ' op ons !	Emotion_Anger
rivi001vero01_01.TEI.2.text.body.div.sp.1158.s.2	wy hebben niets misdreeven ,	None
rivi001vero01_01.TEI.2.text.body.div.sp.1162.s.1	Zy haaten Alva fel .	Emotion_Hatred
rivi001vero01_01.TEI.2.text.body.div.sp.1167.s.1	Die naam doet my zelf beeven !	Fear_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.sp.1167.s.2	Ik haat hem ook , en dacht hy voor de Geuzen waar .	Emotion_Hatred
rivi001vero01_01.TEI.2.text.body.div.sp.1172.s.1	De Koning , Geestlykheid en Spanjaards met elkaêr Zyn tegens Prins en Geus .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1178.s.1	Maar allen die voordeezen Gelyk Treslong , van Hoorne en Egmond zyn verweezen , Ei zeg met wien dat zy het hielden ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.1183.s.1	Zy , myn Kind , Zy hielden 't met den Prins en Geuzen .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1189.s.1	Wel dat vind Ik onbegrypelyk .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1189.s.2	Maar , Moeder , onze Koning , Met wien houdt hy het toch ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.1193.s.1	Met Alva .	None
rivi001vero01_01.TEI.2.text.body.div.sp.1200.s.1	Geen verschooning Vindt by dien Hertog plaats , gelyk ik zeggen hoor , En by Prins Willem wel : vrees dan niet langer voor De Geuzen , maar laat ons het ook met deeze houên .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.stage.1204.s.1	Elizabeth , Kornelia , Frederik , Maria .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1206.s.1	Kornelia .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1218.s.2	Vrouw Philips , wy zien de Boomen en Gebouwen In 't Nieuwland omgehakt , gesloopt of afgebrandt !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1218.s.3	De Zuidpoort loopt gevaar en wordt haast overmand ; De Stadsregeerderen , met angst en schrik belaaden , Verhindren dit niet eens .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.1218.s.4	Wy zullen de ongenaden Der Watergeuzen haast beproeven !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1218.s.5	uwe Man Is 't met den mynen eens , spand met de Geuzen an ; Van Duivenvoorde is meê dat woeste volk genegen ; Myn Rochus doet zelf meêr , ja , wil 't Gemeen beweegen Om hen de hand te biên ; dat niemand vindt geraên Voor Burgermeesteren dit hebben toegestaen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1222.s.1	Zou dan , in deezen nood , myn Vader ons verlaaten !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1226.s.1	Neen , Zuster , vrees dat niet .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.1234.s.1	Ik hoordde hun Soldaaten , Van buiten , tegens ons , die over deezen wal Heen zagen , als ontzind ' en raazend ' schreeuwen : ‘ Zal De Burgery de Poort goedwillig open maaken !	Emotion_EmotionalAction_BodilyProcess_Anger_Annoyance
rivi001vero01_01.TEI.2.text.body.div.div.sp.1234.s.2	Of moeten wy van zelfs daar binnen zien te raaken ! ’	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.1238.s.1	Koppestok , Elizabeth , Kornelia , Frederik , Maria .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1241.s.1	Elizabeth , Koppestok te gemoet gaande .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1243.s.1	Och , Koppestok !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1243.s.2	is reeds de vyand in de Stad !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1251.s.1	Wat vyand !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1251.s.2	raas je lui !...	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1251.s.3	Wie droes verteldde u dat ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1251.s.4	Wy zyn hem kwyt geraakt ; de Bloedhond is verdreeven ; Die rekel wordt alhier geen schatting meêr gegeeven ; Maar met zyn boos gebroedt uit Holland haast verjaagd .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1255.s.1	Och , Moeder !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1255.s.2	hoort gy 't wel !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1260.s.1	Al lang genoeg geklaagd !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1260.s.2	Oranje staat ons by , wy hebben niets te vreezen .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.1264.s.1	Zou zulks met 's Prinssen wil aldus berokkend weezen ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1268.s.1	Myn Moeder denkt van ja .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1272.s.1	De Priesters zeggen , neen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1279.s.1	Zy spreeken zoo uit vrees , of binden hunne reên Aan Ferdinands bevel , die tegen 't vry geweten Doet handlen waar hy kan , en , op den roof gebeeten , Niets tracht dan ons , als Slaaf , te leggen aan den band .	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.stage.1283.s.1	Koppestok , Pontus , Elizabeth , Kornelia , Frederik , Maria .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1285.s.1	Pontus .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1288.s.1	ô Hemel !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1288.s.2	och !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1288.s.3	wat raad !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1288.s.4	De Noord poort staat in brand ; Daar Hopman Robol straks de vlam indeedt ontsteeken !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1293.s.1	Of hy de Poort verbrandde , of open heeft doen breeken , Wat raakt dat ons , als hy daardoor maar de oopning vindt ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1302.s.1	Helaas !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1302.s.2	terwyl de rook des volks gezicht verblindt , En 't vuur het hout werk vat , komt hy zelf aangeloopen Met eenen mast , en stoot de deuren daarmeê open , Trokt verder in de Stad , met vander Mark , en al De zynen volgen hem .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.1304.s.1	Vyfde tooneel	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.1306.s.1	Koppestok , Philipszoon , Pontus , Elizabeth , Kornelia , Frederik , Maria .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1309.s.1	Philipszoon , zyne Vrouw en Kinderen omhelzende .	EmotionalAction_Love
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.1	Nu is ons ongeval Voorby !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.2	myn waarde Vrouw !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.3	en gy myn lieve Kindren , Zyt nu van 't Spaansche juk , en wat ons meêr kon hinderen , Met deeze Burgery , verlost !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.4	ô blyde dag !	Joy_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.5	Treslong trekt met zyn volk de Zuidpoort in !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.6	ik zag Hem met de Oranjevaan , verblyd , ter Stad instreeven !	Joy_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.7	Prins Willem heeft zyn volk , in 't eind , bevel gegeeven Om ons van 's Dwinglands wrok en 's Bloedraads eisch te onslaan !	Emotion_Spitefulness
rivi001vero01_01.TEI.2.text.body.div.div.sp.1320.s.8	Nu zyn Doorluchtigheid eens heeft dien stap gedaan , Zal hy , in korten tyd , meêr Steden tot zich trekken .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1328.s.1	Dat zegge ik ook ; want elk ik warsch van 's Spanjaards vrekken En ongebonden ' aart ; hun trotsche hovaardy , En wreede zielendwang , en dolle raazerny , En bloeddorst en geweld , bezwaarlyk te beschryven , Zal 's Konings hoog gezag uit Holland doen verdryven .	Emotion_Disgust
rivi001vero01_01.TEI.2.text.body.div.div.sp.1332.s.1	Zyn dan de Geuzen ook niet wreed ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1341.s.1	Zy zyn verwoed ' Op al wat Spanjaard is en Geestlyk ; maar zeer goed En dienstig voor ons volk en Hollands onderzaaten , En voor d ' Oranje Vorst kloekmoedige Soldaaten , Die onvertsaagt de dood trotseeren in 't gezicht .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1345.s.2	Moeder , zie dan uwe zwaarigheid verligt .	Worry_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.1349.s.1	Dit maakt my wat gerust .	Emotion_Relief
rivi001vero01_01.TEI.2.text.body.div.div.sp.1356.s.1	Dit nieuws , die goede tyding , Myn lieve Vader , ach !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1356.s.2	geeft ons al t ' saam ' verblyding !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1356.s.3	Maak toch dat gy aan ons altyd wat goeds vertelt !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1356.s.4	Want als myn Moeder treurd is ook myn hart ontsteld .	Worry_Emotion_BodyPart_BodilyProcess_Sadness
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1359.s.1	Philipszoon , zyne Dochter opneemende en kusschende .	EmotionalAction_Love
rivi001vero01_01.TEI.2.text.body.div.div.sp.1361.s.1	Myn Dochter , ik zal nu zeer dik wils vreugd vermelden !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1367.s.1	Gy hoort wel , Moederlief , naar Vader ons vertelden , Dat wy nu zyn verlost , de Dwingland is verjaagd , En dat Prins Willem zorg voor onze Burgers draagt !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1370.s.1	Philipszoon , hem kusschende .	EmotionalAction_Love
rivi001vero01_01.TEI.2.text.body.div.div.sp.1379.s.1	Ja , Frederik , dat 's waar !...	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1379.s.2	Wy moeten nu opheden Oranjes Admiraal en volk gaan tegentreeden : Daarna moet gy , myn Zoon aanteeknen ‘ hoe den Briel , Op d ' eersten van April , in 's Prinssen handen viel ’ , Om in 't vervolg aldaar nog by te kunnen zetten : ‘ Daardoor heeft hy , in 't eind , de Graaffelyke wetten Vernietigd ’ ; want zyn ' moed , zyn ' arm , en wyzen raad , Maakt Holland , door den tyd , weêr tot een ' vryën Staat .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.1383.s.1	Koppestok , Kornelia .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.1386.s.1	Kornelia , hem weder houdende .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1395.s.1	Een woordje ; Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1395.s.2	Gy moet my onderrechten Of dat behoorlyk is ; ‘ men zegt , de Geuzen vechten Met hulp des Duivels’ ...	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.1395.s.3	Hoe , gy lagcht !...	BodilyProcess_Other
