bidl001nede01_01.TEI.2.text.body.div.head.138.s.1	De muitery en nederlaag van Midas , Of koning onverstand .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.686.s.1	Nu ik hier spreeken zal , begint myn hart te schroomen .	Emotion_BodyPart_BodilyProcess_Shame
bidl001nede01_01.TEI.2.text.body.div.div.sp.690.s.1	Van wat voor geesten word Vorst Onverstand gediend ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.695.s.1	Hy houd , afgunstige en onweetende te vriend , En de Onbeschaamtheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.695.s.2	Maar wie komt ons hier begroeten ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.705.s.1	U komt verzochte kunde in letteren ontmoeten , Geleerde ervaarenheid , omzichtig oordeel , en Op datmen met een naam myn eigen eernaam ken , 'K ben Criticus , bekwaam in alle slag van schriften , De taal , de zaaken , en haare ordening te schiften . 'T vereischte tot den zin , het hooge , en laage net Te toetsen , of 't naar tyd , en plaats is neer gezet .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.708.s.1	onzydigheid tegen Yver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.710.s.1	Dit zal geleerdheid zyn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.716.s.1	Al zacht .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.716.s.2	Zo groote gaaven Bekomtmen na zeer lang , in wetenschap te slaaven .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.716.s.3	Gy schynt nog jong te zyn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.722.s.1	'K ben in der Muzen schoot Gewiegd , en opgevoed ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.727.s.1	Voorwaar , 't geluk is groot , Indien gy zyt de geen , die gy ons zegt te weezen .	Emotion_Happiness
bidl001nede01_01.TEI.2.text.body.div.div.sp.733.s.1	'K heb schristen oude en jong ' , door ende door geleezen : Maar 't meerendeel is tijd , noch vlytige aandacht waard , Zy vliegen in de lucht , of kruipen laag by de aard .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.737.s.1	Wier schriften las gy meest , van die History schryven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.741.s.1	Wel de oudste , en de allerbeste .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.746.s.1	En welke krijgsbedryven Beschrijft Salustius ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.750.s.1	Die schrijft van krijg en slaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.754.s.1	Wel nu Demosthenes ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.758.s.1	Daar heeftmen niet veel aan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.762.s.1	Wel Nazo nu ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.766.s.1	He !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.766.s.2	wat ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.770.s.1	Wat heeft die al geschreeven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.774.s.1	Wie vraagje ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.776.s.1	Yver	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.778.s.1	Ovidius ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.783.s.1	Dat 's een Poeët , zo even Las ik nog , Titere tu patule .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.790.s.1	Me vrind ; Ik wed , dat gy dat in Ovidius niet vind ; Maar in Vergilius .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.1	'K hebme in den naam verzonnen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.2	Maar 'k zou u duizende van schryvers noemen konnen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.3	Als Tacitos , en als Tibullus , Martiaal , En Titus Livius , ik ken hen altemaal .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.4	Ik ben een Criticus , een zeer groot Literator .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.802.s.5	De Muzen naamen my wel zeker tot Dictator , Ten waar zy aan Apol , die nu de Poëzy Niet wel laat handelen , door zek're tiranny Verbonden waaren , roem en groot ontzach te toonen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.808.s.1	Ei , toon my uw vernuft , ei wil een vraag verschoonen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.808.s.2	Wat Griek beschrijft de twist , gelijk een stedepest ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.808.s.3	En wat Romein leert toch de goede zeden best ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.813.s.1	Die 't klaarste , en netste ... maar wat zyn dit al voor vraagen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.813.s.2	Begeerje , dat ik Grieks zal spreeken ?	Emotion_Desire
bidl001nede01_01.TEI.2.text.body.div.div.sp.818.s.1	Myn behaagen Zou weezen ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.824.s.1	Cicero , Erasmus , Plautus , Hooft , Beschreeven boeken : maar 't schynt dat gy 't niet gelooft , Waarachtig , lees ze .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.826.s.1	Vrolijkheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.829.s.1	Ei zeg , wie schreef de meeste kluchten , In d ' ouden tijd ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.833.s.1	Wel die in potzen vond genuchten ,	Joy_Emotion
bidl001nede01_01.TEI.2.text.body.div.div.sp.837.s.1	Hoe heeten ze ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.1	Wat's dit !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.2	wel ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.843.s.3	Plautus , en laat zien , 'T geheugen kwelt me wat .	BodilyProcess_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.848.s.1	'T vergeeten meest misschien , Maar mooglijk hebt gy dat niet veel gevergt .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.854.s.1	De zeden Van kryg , en kerk , en hof , en andere plechtigheden Der voorige eeuwen , wie verhandeld die wel 't netst ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.858.s.1	Wie heeft de heerschappy van Syrien geschetst ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.863.s.1	Wie Bachanaalen , wie geboorte , en zegefeesten , Beschreeven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.1	O gy zijt een hoope botte beesten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.2	Gy vraagd alleenig my , wat meenje , dat men dus , Een man van studiën , een Archicriticus Mag handelen ?... die de schoolen , en Professooren ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.3	Maar 'k mag de naamen van dielompen niet meêr hooren .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.4	De Faculteiten , en gelijk geleerdheid ... en De studien ; maar 'k weet niet , hoe 'k zo raazend'ben , Dat ikze noemen mag : men zou geen Yver vinden , Ten zy ik met vijf zes van myn ' geleerde vrinden , Hen gaande hiel .	Emotion_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.878.s.5	Doch elk is magtig om alleen , De dicht-konst , die nu leid , te helpen op de been , Apollo en zyn konst ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.882.s.1	Gy kent my ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.886.s.1	Neen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.891.s.1	Yver tegen Onzydigheid ter zyden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.1	‘ Die logen Zal blyken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.2	Maar 't gaat wel , hy heeft zich zelf bedroogen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.3	Hy heeft iets kwaats in 't zin .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.896.s.4	Ik ken hem al , zwyg stil , Laat my begaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.904.s.1	Wanneer ik iet verbet'ren wil 'T geen kwalijk is gemaakt , zo word ik nog gelastert .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.904.s.2	Wat zyn de schryvers van deeze eeuw ook al verbaslert , Die myn ' Verbeeterlust ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.908.s.1	Wie noemje ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.1	Zie my aan , Zo zult gy , wien ik meen , gemakkelijk verstaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.2	Wilt gy iets weeten ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.3	vraag , 'k zal zwygende antwoord geeven .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.4	Zie op myn rug , zo gy tot pleitrecht werd gedreeven .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.5	Behaagd Genees-kunde u ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.6	zie op myn rechter zy .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.7	Zo letterweetenschap of grond van rymery ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.8	De Mathematica , Rethorika , of 't schryven , Van Aristoteles , of Kartes u kan dryven Tot oeffening ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.923.s.9	kom hier , 'k ben een Catalogus , Communis locus , of bevat gy 't best aldus , Een Concordantie van al 's waereld weetenschappen , Die strydig schynen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.930.s.1	O wat leid die vent te snappen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.930.s.2	‘ Ei ondervraag hem van de Dicht kunst nu doch eens .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.928.s.1	Tegen Yver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.932.s.1	Yter .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.934.s.1	Je weet dan alles .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.943.s.1	Dat is iets ongemeens .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.943.s.2	Zo weetje ook , hoe men moet , en Treur-en Blyspel maaken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.953.s.1	Dat is voor my geen ' kunst , dat zyn myn ' minste zaaken , Hier aan bestee ik maar de snippers van myn tijd , Wanneer geen werk my lust van naarstigheid en vlijt .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.953.s.2	Puntdichten , is myn werk , als ik myn pruik moet kem ; men Ha ! 't rymen is geen ' zaak , die kan by Wyzen klemmen . 'K vertaal uit Fransch by na ook zonder woordenboek .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.957.s.1	Ja zeker zo geleerd ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.964.s.1	Dat 's dat ik 't meeste vloek , Terwylmen hedendaags noch spel , noch dicht kan vinden ; Dat deugd , en die 't alhier zich durven onderwinden Zyn ongeletterde , en onweetende .	EmotionalAction_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.966.s.1	Onzy digheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.974.s.1	Ik ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.974.s.2	‘ Ei Zwyg , Tot ik dien windvang nog een weinig vaster kryg .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.974.s.3	Gy bebt dan zekerlijk veel ' stukken ook geschreeven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.970.s.1	Yver ter zyden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.1	O !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.2	ja , maar 'k schroomze in 't licht of aan 't tooneel te geeven ; Daar niet een stuk van kracht nu langer werd gezien .	Emotion_Shame
bidl001nede01_01.TEI.2.text.body.div.div.sp.980.s.3	Ik achtze waardiger , dan dat ikze aan zou bien .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.984.s.1	Maar waarom niet gedrukt ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.989.s.1	Men zouze daadlijk speelen , Een ander in 't genot , ik in de moeite deelen .	Joy_Emotion
bidl001nede01_01.TEI.2.text.body.div.div.sp.994.s.1	'K geloof dat niet , en ook wie weet , of 't waarheid is , Dat gy iets hebt gemaakt ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.994.s.2	Ei laat eens zien ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.1	Wel wis , Dat toont men zo .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.2	O neen !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.3	ik schrijf nu scherpe nooten , Aantekeningen ; 'k zal nu woorden van me stooten , Die dichters weeten van Caracters , noch van trant , Van Episoden , nog Catastrophe ; 't is schand ' , Zy weeten van Cesuur , noch scherpe ot zachte accenten ; Van taal , constructie , niet de minste rudumenten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.4	O dat de Schouwburg my , en zyn belang begreep !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1010.s.5	Die wierp die vodden , al die prullen , al dien sleep In 't vuur ; 't zyn vodden , die geen ' menschen kunnen pryzen , Daar houding , tijd , noch splaats , noch kunst in is te wyzen Ook speelt men kluchten , die te vuil zyn voor de jeugd .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1016.s.1	Ik weet niet , wat gy hier zo dol al snappen meugt !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1016.s.2	Al leefde Kato zelf , hy zou ' er niet op kyven .	EmotionalAction_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.1016.s.3	Gaat ge op den Schouwburg wel ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1022.s.1	Wat zou ik daar bedryven ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1022.s.2	De speelders , het tooneel , de lichten , en de bak , De speelen , en 't muzilk , 't deugd al niet ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1028.s.1	Met gemak . 'T is lang genoeg .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1028.s.2	Dit 's een van die geleerde mannen , Die tegen my , en u , met kracht te zamen spannen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1032.s.1	Ik ben Verbeterlust .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1047.s.1	Ik zal van dichte by , U eens bezien ; dien rok , die letter-mommery , Die schyn-geleerdgeid , u eens van de schoud'ren haalen , Bedilal ; waar 's uw ' kunde in allerhande taalen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1047.s.2	Zie , waar Onweetenheid de menschen me bedriegt , Een naam vijf zes uit 't Grieks , en daar men nog om liegt , Hoe dat m'er aan geraakt , kan nu die stoute kaaken , En onbeschaamtheid volgt , in naam den Dichter maaken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1047.s.3	Dit zyn ze , die elk een berispen , en verbiên , En niet een stippel van geleerdheid laaten zien ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.1041.s.1	Neemt hem den Rok met opschriften af .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1052.s.1	De Critica ... ik zeg het nazien , onderzoeken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1057.s.1	Laat zien , wat hebt gy daar ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1057.s.2	zie hier , zie hier de boeken , De letteroeffening van deezen gaauwert .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1062.s.1	'T zyn Historien .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1068.s.1	Dat 's waar , dat is van Valentijn , Dat van Grizella , en dat zyn bord , en luiffel schriften ; Dit is de loskop , Leerd dit zin en woorden ziften ?	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1071.s.1	Yver haalt een rol papier uit zyn zak .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1075.s.1	Wat is die lange rol ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1081.s.1	Het is een Alfabet Van braave Schryvers .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1081.s.2	Zeg , waar toe zyn hier gezet Die lett'ren ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1081.s.3	spreek .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1086.s.1	Dat is , dat zyn ... ik wilt 't niet zeggen , Hoe zou een Criticus ...	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.1	Zo gy 't niet uit wilt leggen , Zo brengt men u geboeid voor Febus , en aldaar Zult gy 't gebruik voort van die lett'ren wel klaar Beduiden moeten ; spreek , eer gy 't door dwang moet melden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.2	Voorvechter , stechte gits der onbedreeve helden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.3	Waar is de kunst , daar gy zo veel gerucht van maakt , Dat elk van 't hooren walgt ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.4	Wat staat dat wyshoosd naakt ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1097.s.5	Waar zyn die lett'ren toe ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1105.s.1	Omiets van't boek te weeten , Als R. is Rechtgeleerde , en P. dat zyn Poeëten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1105.s.2	Deeze L. is Letterkunde , en M. is Medecijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1105.s.3	De H. Historien , G. Grieks , de L. Latijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1114.s.1	En gy durft ieders schrift verachten , en verdoemen ?	Emotion_Disgust
bidl001nede01_01.TEI.2.text.body.div.div.sp.1114.s.2	De wetten van Apol uw geest onwaardig noemen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1114.s.3	Ga heen , zeg Onverstand , en zyn geheimen raad , Dat hem , indien hy niet zyn muiten achter laat , Apollo , niet als my den Zangberg zal ontzeggen , Maar aan hunn ' ondergang gewis de handen leggen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1118.s.1	Myn dekkleed ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1122.s.1	Fluks van hier .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1129.s.1	Ga heên , eer 't hooger loopt , En gy uw vuiligheid met zwaarder straf bekoopt .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1129.s.2	Van hier gehaate pest der lett'ren , eer myn ' handen , U na verdienste en recht bestraffen .	Emotion_Hatred_BodyPart_Anger
bidl001nede01_01.TEI.2.text.body.div.div.head.1131.s.1	Zevende tooneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1133.s.1	Onzydigheid , Vrolijheid , Yver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.1	Laat de banden Van onze vriendschap nu , ô waarde Onzydigheid !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.2	Nog vaster zyn als ooit , tree nu door my geleid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.3	Voort zonder schroom of vreez ' , naar myne Schouwtooneelen .	Fear_Emotion_Shame
bidl001nede01_01.TEI.2.text.body.div.div.sp.1141.s.4	Zie , hoe wy oud en jong met jok en ernst daar streelen .	EmotionalAction_Other
bidl001nede01_01.TEI.2.text.body.div.div.sp.1149.s.1	Ik merk , dat Onverstand , door Achterklap en Nijd , En aangestookte Twist , uw eer en rust bestrijd .	EmotionalAction_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.1149.s.2	Gedenk steeds aan uw plicht , 'k zal met u derwaarts treeden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.1147.s.1	Tegen Vrolijkheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.1152.s.1	Vrolijkheit .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1155.s.1	'K zal zedig blyven , en in alle vrolykheden , Den teugel houden , schoon de tijd die had gevierd .	Joy_Emotion
bidl001nede01_01.TEI.2.text.body.div.div.sp.1161.s.1	Ik gaslaan , dat myn naam , wel eer zo schoon geçierd , Door yverige liefde ook heerlijk weêr mag bloeijen .	Emotion_Love
bidl001nede01_01.TEI.2.text.body.div.div.sp.1161.s.2	De roem van Febus , en zyn negen Zusters groeijen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1168.s.1	Gy moet hem weeten doen , wat hier is omgegaan . 'K zal naauwer acht op die my komen spreeken slaan . 'K geloof , dat Achterklap my zelfs heeft onder houwen , En Nijd in schijn van deugd , deeze onrust ons gebrouwen .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.1170.s.1	Achtste tooneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1173.s.1	Twist , bedilal , verbaast uit .	Emotion_Wonder
bidl001nede01_01.TEI.2.text.body.div.div.sp.1177.s.1	EN waarom spraakt gy niet , zelf zynde hier omtrent ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1186.s.1	'K ben al te wel in dit gekleurd ' gewaad bekend .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1186.s.2	Men zal die trotsheid hen eerlang met kracht verkeren .	Emotion_Pride
bidl001nede01_01.TEI.2.text.body.div.div.sp.1186.s.3	Nu helpt geen raad , als zich tot Onverstand te keeren , En openbaar geweld te pleegen , want wy zyn Te veel in u ontdekt ; maar kost gy in dien schyn Niet , als wy altijd doen , staan roepen , baaren , schreeuwen ?	EmotionalAction_Other
bidl001nede01_01.TEI.2.text.body.div.div.sp.1191.s.1	Men vroeg van zaaken , en van Schryvers , daaden eeuwen , Die op den rol niet staan , en daar ik nooit om dacht .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1202.s.1	Ik vind niet raadzaam , dat men Achterklap hier wacht .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1202.s.2	Laat ons ten hove , aan Haat , en Nijd aanstonts vertellen ; Want dus is Febus , noch zyn luister niet te vellen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1202.s.3	Men brenge Onweetenheid , en al wat lett'ren haat , In 't harnas , dit 's het naaste en zekerste beraad : En Koning Onverstand , moet hier den meester speelen , Of ondergaan , en wy ook in zyn ' rampen deelen .	Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.stage.1205.s.1	Na dat de Gordijn gevallen is .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1205.s.2	Belachal , Nieuwsgierigheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.1	HA !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.5	wat dunkje van Dit zeer aanzienlijk eed-gespan ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.6	Wat zal ' er nog een huisje leggen !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.7	Komt Febus eens ter deeg aan 't zeggen ; En van het zeggen tot het slaan !	EmotionalAction_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.1214.s.8	Ik meen na Midas toe te gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1218.s.1	En toch , om wat by hem te maaken ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1223.s.1	Om , als zy nu in oorlog raaken , Te dienen voor een goed Spion .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1228.s.1	Dat deugd niet ; want zo 't Febus won , Wat zouje dan niet wedervaaren ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1236.s.1	Ik zal 't wel met een lachje klaaren . 'K heb in den oorlog meêr gediend , En had vaak d'een en d'aar te vriend ; Ik hou 't met hen , die boven komen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1236.s.2	Dien meê .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.1242.s.1	Neen , neen , 'k heb voorgenomen Als reiziger eens aan te zien , Wat in deez ' optocht zal geschien .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.1244.s.1	Einde van 't Eerste Deel .	None
bidl001nede01_01.TEI.2.text.body.div.head.1248.s.1	Vertooners , Van het Tweede Deel .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1250.s.1	Apollo .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1252.s.1	De Zanggodinnen .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1256.s.1	Reden .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1264.s.1	Onweetenheid .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1266.s.1	Sprinkhaan .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1268.s.1	Horssel .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1270.s.1	Blaaskaak .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1272.s.1	Wakkerheid , Deugd , Recht ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1274.s.1	Wildzang .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1276.s.1	Spinnekop ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1278.s.1	Twee Roovers .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1280.s.1	Speldezoeker ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1282.s.1	Bitebaauw .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1284.s.1	Dodeers .	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1286.s.1	Drekvlieg ,	None
bidl001nede01_01.TEI.2.text.body.div.list.item.1288.s.1	Boefje .	None
bidl001nede01_01.TEI.2.text.body.div.stage.1290.s.1	Het Zinnespel vertoont zich op den dag ; verbeeldende het Tooneel een boschachtig Landschap .	None
bidl001nede01_01.TEI.2.text.body.div.stage.1290.s.2	In 't verschiet ziet men den Berg Parnas .	None
bidl001nede01_01.TEI.2.text.body.div.head.1293.s.1	Tweede deel .	None
bidl001nede01_01.TEI.2.text.body.div.stage.1296.s.1	Apollo , de Negen Zanggodinnen .	None
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.1	GY weet , Gezusters , hoe in spyt van myne wetten , Een schuym van menschen , my den voet zoekt dwars te zetten , Geworven en gefterkt door Koning Onverstand , Den ruwen Midas .	None
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.2	Hoe zyn heir den standaart plant , Tot myn en uw bederf , hoe hy myn roem durft krenken , En ieder plaagen , die maar om myn ' komst durft denken Nu wil hy , dat myn krans zyn ' Ezels ooren dek ; En deeze goude harp , hem tot een speeltuig strek . 'K heb om dien eisch , dien hoon te weig'ren en te wreeken , Myn Veldheer Reden zich doen in het harnas steeken .	Emotion_Disgust_Vindictiveness
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.3	Om dit gedrocht , een vloek , voor 't algemeene best Der letteren , gelijk een haatelijke pest , Te veegen van der aard 'K verwacht alle uur ' te hooren , Hoe 't met de legers , en myn aanslag , staat geschooren .	None
bidl001nede01_01.TEI.2.text.body.div.sp.1317.s.4	Daar komt Nieuwsgierigheid , die zal ons doen verstaan , Hoe alles in , en voor den stag is toegegaan . 'K verlang te hooren , hoe myn ' eer is waargenoomen , En hoop myn ' vreugd ' te zien , als Reden weêr zal komen .	Joy_Emotion_Hope_Desire
